qw,qx,qy,qz,Eye X,Eye Y
0.1066244,-0.03614827,-0.9703118000000001,-0.2140549,0.4893053,0.4717715
0.1049599,-0.03860164,-0.9694974000000001,-0.21810100000000002,0.4893053,0.4717715
0.10246789999999999,-0.03921764,-0.969066,-0.2210734,0.49043450000000005,0.46943679999999993
0.10246789999999999,-0.03921764,-0.969066,-0.2210734,0.49308630000000003,0.4658842000000001
0.09971815,-0.03890368,-0.9688585999999999,-0.22328420000000002,0.49308630000000003,0.4658842000000001
0.09842335,-0.03936081,-0.9678341999999999,-0.2281679,0.49340439999999997,0.4645911
0.09780408,-0.035094099999999996,-0.9662926,-0.2355449,0.4949007,0.4603539000000001
0.09780408,-0.035094099999999996,-0.9662926,-0.2355449,0.49285909999999994,0.46493199999999996
0.09895334,-0.03883947,-0.9643645000000001,-0.24228289999999997,0.49183649999999995,0.4676273
0.1012836,-0.04941677,-0.961822,-0.24939539999999996,0.48866409999999993,0.46804350000000006
0.1017405,-0.05551502,-0.9586138000000001,-0.26005120000000004,0.4840299,0.45997970000000005
0.1017405,-0.05551502,-0.9586138000000001,-0.26005120000000004,0.4840299,0.45997970000000005
0.1005067,-0.05315388,-0.9551849,-0.2733035,0.48117020000000005,0.44813800000000004
0.1013493,-0.04844069,-0.9518958000000001,-0.2850897,0.4832617,0.4286758
0.1038944,-0.04241448,-0.9499460999999999,-0.2915638,0.4832617,0.4286758
0.1038944,-0.04241448,-0.9499460999999999,-0.2915638,0.48449549999999997,0.4036937
0.10496969999999999,-0.03110087,-0.950458,-0.2909359,0.48410329999999996,0.3980878
0.1059563,-0.01848348,-0.9519382,-0.2867844,0.4822299,0.36579
0.1105218,-0.03270505,-0.9521687,-0.28300190000000003,0.478872,0.36110970000000003
0.1105218,-0.03270505,-0.9521687,-0.28300190000000003,0.478872,0.36110970000000003
0.11785730000000001,-0.05310059,-0.9506995999999999,-0.28188709999999995,0.48184319999999997,0.3780914
0.1214866,-0.05436064,-0.9506082,-0.2804103,0.48184319999999997,0.3780914
0.11959469999999998,-0.03752049,-0.9542491,-0.27147350000000003,0.4888102,0.39067540000000006
0.11959469999999998,-0.03752049,-0.9542491,-0.27147350000000003,0.4886518,0.3901481
0.1146763,-0.02626243,-0.9586756999999999,-0.2590377,0.4797089,0.3756328
0.11147750000000001,-0.02637595,-0.9607879,-0.2525148,0.4636392,0.3849586
0.1108492,-0.02288322,-0.9612837,-0.2512421,0.4636392,0.3849586
0.1108492,-0.02288322,-0.9612837,-0.2512421,0.4619822,0.4078167
0.1138924,-0.009812054,-0.9616416999999999,-0.24935410000000002,0.4619822,0.4078167
0.11540779999999999,-0.003245785,-0.9633403,-0.24216910000000003,0.466184,0.414782
0.11540779999999999,-0.003245785,-0.9633403,-0.24216910000000003,0.4748042,0.3967989
0.11482809999999999,-0.001509926,-0.9655425,-0.2335379,0.4748042,0.3967989
0.1123014,-0.00546188,-0.9680416999999999,-0.22417379999999998,0.4748042,0.3967989
0.11025399999999999,-0.008753386,-0.9701886000000001,-0.2156422,0.4748042,0.3967989
0.11025399999999999,-0.008753386,-0.9701886000000001,-0.2156422,0.46445699999999995,0.3923647
0.1088101,-0.01021095,-0.9719209000000001,-0.2083887,0.4682491,0.3976685
0.10810230000000001,-0.01098022,-0.9734261999999999,-0.2015809,0.4682491,0.3976685
0.1076854,-0.01216056,-0.9744787,-0.196589,0.46429079999999995,0.3709922
0.1076854,-0.01216056,-0.9744787,-0.196589,0.46905969999999997,0.3815152
0.10768889999999999,-0.01637472,-0.975125,-0.19304449999999998,0.4687571,0.3827149
0.10742370000000001,-0.01964157,-0.9754853000000001,-0.1910572,0.47026260000000003,0.3868034
0.10636400000000001,-0.01880715,-0.9757392,-0.1904366,0.4766611,0.3974199
0.10636400000000001,-0.01880715,-0.9757392,-0.1904366,0.4770764,0.39838229999999997
0.10538610000000001,-0.01839904,-0.9761825000000001,-0.1887405,0.4799928,0.40138270000000004
0.10463499999999999,-0.0222958,-0.9768283999999999,-0.18536660000000002,0.48426610000000003,0.4015337
0.1041695,-0.02450849,-0.9774866,-0.1818462,0.48426610000000003,0.4015337
0.1041695,-0.02450849,-0.9774866,-0.1818462,0.48992640000000004,0.4011872
0.10403599999999999,-0.02420319,-0.978225,-0.1779511,0.4906719,0.400812
0.10397089999999998,-0.02389181,-0.9792636999999998,-0.1722263,0.4948786,0.4031687
0.103307,-0.02440582,-0.980567,-0.1649857,0.49737489999999995,0.4035882
0.103307,-0.02440582,-0.980567,-0.1649857,0.49734890000000004,0.4042611
0.10290719999999999,-0.02411314,-0.9819476999999999,-0.1568674,0.49784359999999994,0.4045252
0.1028896,-0.02222485,-0.9834542,-0.14743720000000002,0.5021483,0.4090765
0.1038783,-0.01993412,-0.9852544,-0.1344832,0.5021483,0.4090765
0.1038783,-0.01993412,-0.9852544,-0.1344832,0.5053428,0.4135844
0.10615899999999999,-0.01742701,-0.9874847999999999,-0.11532780000000001,0.5087113,0.4155347
0.11033519999999998,-0.01250014,-0.9899138000000001,-0.0879801,0.5087113,0.4155347
0.1164411,-0.00480126,-0.991676,-0.05474673,0.5128028,0.4172924
0.1164411,-0.00480126,-0.991676,-0.05474673,0.5196748999999999,0.4126526
0.12594339999999998,0.005179005,-0.9919051999999999,-0.01534983,0.5196748999999999,0.4126526
0.13819800000000002,0.01494053,-0.9898729,0.02880445,0.534986,0.40175890000000003
0.13819800000000002,0.01494053,-0.9898729,0.02880445,0.5957857,0.36627509999999996
0.1493565,0.02302215,-0.9858338,0.07276302,0.5863121,0.3246922
0.1583011,0.030698200000000002,-0.9800496,0.11619449999999999,0.5959458000000001,0.3085983
0.1653096,0.03786345,-0.9725285,0.1594597,0.5023877999999999,0.3269661
0.1653096,0.03786345,-0.9725285,0.1594597,0.5830151,0.2975153
0.171345,0.043356099999999995,-0.9639853,0.19873010000000002,0.5742835000000001,0.2946032
0.1764449,0.04782415,-0.9555686999999999,0.2312328,0.5742835000000001,0.2946032
0.1790649,0.05089805,-0.9487005999999999,0.2555628,0.5578353,0.2911535
0.1790649,0.05089805,-0.9487005999999999,0.2555628,0.5520818000000001,0.2912209
0.17929070000000003,0.05313285,-0.9427869000000001,0.27601570000000003,0.5396529999999999,0.29175209999999996
0.1787898,0.05667968,-0.9364098,0.2965778,0.5374845,0.2893472
0.1795977,0.05742574,-0.9298705,0.3158921,0.5374845,0.2893472
0.1795977,0.05742574,-0.9298705,0.3158921,0.5421806,0.28824829999999996
0.17983110000000002,0.05486853,-0.9248955,0.3304822,0.5400897,0.2883611
0.17836870000000002,0.05359332,-0.9209305,0.34234390000000003,0.5348951999999999,0.2917848
0.17560279999999998,0.05378565,-0.9169905,0.3541174,0.5348951999999999,0.2917848
0.17560279999999998,0.05378565,-0.9169905,0.3541174,0.5348951999999999,0.2917848
0.17269160000000003,0.05544546,-0.9127166999999999,0.3661306,0.5348951999999999,0.2917848
0.1704391,0.05743185,-0.9084144000000001,0.377406,0.5348951999999999,0.2917848
0.16829829999999998,0.05801153,-0.9044738999999999,0.38760459999999997,0.5348951999999999,0.2917848
0.16829829999999998,0.05801153,-0.9044738999999999,0.38760459999999997,0.5348951999999999,0.2917848
0.1659504,0.05858663,-0.9010130999999999,0.3964888,0.5348951999999999,0.2917848
0.16485729999999998,0.059361699999999996,-0.8982005,0.4031552,0.5348951999999999,0.2917848
0.1646562,0.06079482,-0.8954858,0.4090203,0.5348951999999999,0.2917848
0.1646562,0.06079482,-0.8954858,0.4090203,0.5348951999999999,0.2917848
0.1639223,0.061598599999999996,-0.8932872,0.4139723,0.5348951999999999,0.2917848
0.1603104,0.06046117,-0.8911831,0.42004480000000005,0.5348951999999999,0.2917848
0.1603104,0.06046117,-0.8911831,0.42004480000000005,0.5348951999999999,0.2917848
0.15505370000000002,0.05950812,-0.889431,0.4258281,0.5306966,0.29641069999999997
0.1500656,0.05945977,-0.8880210999999999,0.43053850000000005,0.5167548,0.30343200000000004
0.1457895,0.05961245,-0.8866658000000002,0.43475929999999996,0.5301608,0.318965
0.1457895,0.05961245,-0.8866658000000002,0.43475929999999996,0.5301311,0.3157938
0.142055,0.05981246,-0.8855119,0.4383053,0.5331553000000001,0.3138782
0.1381697,0.05851206,-0.8850326,0.44068450000000003,0.5344576999999999,0.3130143
0.1332535,0.05589354,-0.884225,0.44414609999999993,0.5383832,0.31300279999999997
0.1332535,0.05589354,-0.884225,0.44414609999999993,0.5383832,0.31300279999999997
0.1291295,0.05378399,-0.8836924,0.4466772,0.5417175999999999,0.3097598
