TimeStamp, LeftEye X,LeftEye Y,RightEye X,RightEye Y,Eye X,Eye Y,x,y,z,qx,qy,qz,qw,pitch,yaw,roll
2019-07-25 16:51:47.372,0,0,0,0,0,0,0.03933883,1.658886,-0.04766273,0.008410458,0.9968271,0.0734004,0.02962136,351.6143,176.5062,1.223024
2019-07-25 16:51:47.377,0,0,0,0,0,0,0.03914428,1.658993,-0.04766989,0.008309752,0.996813,0.07362611,0.02956371,351.5879,176.5133,1.211746
2019-07-25 16:51:47.389,0,0,0,0,0,0,0.03914428,1.658993,-0.04766989,0.008309752,0.996813,0.07362611,0.02956371,351.5879,176.5133,1.211746
2019-07-25 16:51:47.405,0,0,0,0,0,0,0.03914428,1.658993,-0.04766989,0.008309752,0.996813,0.07362611,0.02956371,351.5879,176.5133,1.211746
2019-07-25 16:51:47.422,0,0,0,0,0,0,0.03909445,1.659008,-0.04762721,0.008510849,0.9968235,0.07348724,0.02949634,351.6045,176.5196,1.23388
2019-07-25 16:51:47.439,0,0,0,0,0,0,0.03881526,1.658931,-0.04733348,0.008465205,0.9968261,0.07338843,0.02966861,351.6159,176.5003,1.229702
2019-07-25 16:51:47.456,0.5849051,0.3725825,0.5787723,0.3743736,0.5818387,0.3734781,0.03869224,1.658908,-0.04715109,0.008251267,0.9968201,0.07342598,0.02983789,351.611,176.4825,1.206573
2019-07-25 16:51:47.472,0.5861823,0.3728544,0.5772745,0.3751441,0.5817284,0.3739993,0.03869224,1.658908,-0.04715109,0.008251267,0.9968201,0.07342598,0.02983789,351.611,176.4825,1.206573
2019-07-25 16:51:47.489,0.5869564,0.3729761,0.5768589,0.3724531,0.5819077,0.3727146,0.0386014,1.658913,-0.04712009,0.008081572,0.9968133,0.07356163,0.0297774,351.5948,176.4907,1.186972
2019-07-25 16:51:47.505,0.5869564,0.3729761,0.5768589,0.3724531,0.5819077,0.3727146,0.03853059,1.65898,-0.04710174,0.007973911,0.9968176,0.07353873,0.0297198,351.597,176.4983,1.173965
2019-07-25 16:51:47.522,0.5869564,0.3729761,0.5768589,0.3724531,0.5819077,0.3727146,0.03853059,1.65898,-0.04710174,0.007973911,0.9968176,0.07353873,0.0297198,351.597,176.4983,1.173965
2019-07-25 16:51:47.538,0.5869564,0.3729761,0.5768589,0.3724531,0.5819077,0.3727146,0.03851771,1.658991,-0.04712629,0.00805849,0.9968238,0.07350356,0.02957379,351.6011,176.5145,1.182362
2019-07-25 16:51:47.556,0.5869564,0.3729761,0.5768589,0.3724531,0.5819077,0.3727146,0.03841352,1.65899,-0.04705191,0.008328561,0.9968247,0.07351786,0.02943414,351.6003,176.5283,1.212416
2019-07-25 16:51:47.572,0.5869564,0.3729761,0.5768589,0.3724531,0.5819077,0.3727146,0.03822875,1.658987,-0.0468483,0.008515225,0.9968238,0.07354268,0.02934922,351.598,176.5365,1.233342
2019-07-25 16:51:47.590,0.5869564,0.3729761,0.6259656,0.4821409,0.606461,0.4275585,0.03822875,1.658987,-0.0468483,0.008515225,0.9968238,0.07354268,0.02934922,351.598,176.5365,1.233342
2019-07-25 16:51:47.606,0.5922882,0.5135728,0.6259656,0.4821409,0.6091269,0.4978569,0.03794003,1.658976,-0.04651833,0.008584069,0.996812,0.07373461,0.02924673,351.576,176.5474,1.241129
2019-07-25 16:51:47.623,0.5922882,0.5135728,0.5888067,0.4946209,0.5905474,0.5040969,0.03786969,1.658965,-0.04641724,0.008501214,0.9968174,0.07365848,0.02927805,351.5845,176.5446,1.231547
2019-07-25 16:51:47.638,0.5922882,0.5135728,0.5888067,0.4946209,0.5905474,0.5040969,0.03754115,1.659055,-0.04620171,0.00843081,0.9967963,0.07393613,0.0293167,351.5524,176.5403,1.224769
2019-07-25 16:51:47.656,0.5984542,0.5322873,0.5904081,0.5220286,0.5944312,0.527158,0.03754115,1.659055,-0.04620171,0.00843081,0.9967963,0.07393613,0.0293167,351.5524,176.5403,1.224769
2019-07-25 16:51:47.672,0.5984542,0.5322873,0.5896596,0.5239831,0.594057,0.5281352,0.03743958,1.65908,-0.04620624,0.008014917,0.9967728,0.07419515,0.02957656,351.5215,176.5134,1.179919
2019-07-25 16:51:47.690,0.5967315,0.5338187,0.5902905,0.5260828,0.593511,0.5299507,0.03722644,1.659099,-0.04605651,0.007970174,0.9967754,0.07410172,0.02973534,351.5323,176.4955,1.175764
2019-07-25 16:51:47.706,0.5960878,0.5355964,0.5902905,0.5260828,0.5931891,0.5308396,0.03708649,1.659023,-0.04594135,0.008013989,0.9967887,0.07391114,0.02975162,351.5544,176.4936,1.180252
2019-07-25 16:51:47.723,0.5956355,0.5341849,0.5902905,0.5260828,0.592963,0.5301338,0.03708649,1.659023,-0.04594135,0.008013989,0.9967887,0.07391114,0.02975162,351.5544,176.4936,1.180252
2019-07-25 16:51:47.739,0.5956355,0.5341849,0.5902905,0.5260828,0.592963,0.5301338,0.03696942,1.659052,-0.04601002,0.007835356,0.9967963,0.07381693,0.02978216,351.5646,176.4917,1.159533
