qw,qx,qy,qz
0.03655247,0.001098633,-0.984859,0.1694565
0.007902579,0.001151609,-0.9856896,0.1683812
-0.005973967,0.001730645,-0.9857168,0.1682968
-0.03185614,0.003227369,-0.9852605,0.1680373
-0.04387269,0.003422326,-0.984834,0.167826
-0.06500207,0.001013992,-0.9839017,0.1664667
-0.07380582,-0.002176825,-0.9835428,0.1648987
-0.08773578,-0.01091625,-0.9831657,0.1599016
-0.09288059,-0.01532602,-0.9830799,0.157138
-0.09992266,-0.02246525,-0.9831059,0.1517026
-0.1026015,-0.02467391,-0.9831814,0.1490588
-0.1077704,-0.02663791,-0.9832748,0.1443835
-0.1096383,-0.02620279,-0.9833029,0.1428578
-0.1112356,-0.02566497,-0.9832905,0.141802
-0.1136053,-0.02465337,-0.9832215,0.1405762
-0.1142436,-0.02373507,-0.9831986,0.1403769
-0.1137208,-0.01981604,-0.9832814,0.1408281
-0.1124896,-0.01698445,-0.9834399,0.1410802
-0.1083276,-0.01030464,-0.9840409,0.1407928
-0.1057231,-0.007864777,-0.9844134,0.1403245
-0.1011488,-0.005957732,-0.9849966,0.1396971
-0.09952033,-0.006894541,-0.9851132,0.1400007
-0.09689646,-0.01125433,-0.9849182,0.142901
-0.09552211,-0.01311731,-0.9847421,0.1448672
-0.09154834,-0.01557437,-0.9843277,0.1499178
-0.08878364,-0.01657641,-0.9841384,0.15269
-0.08202907,-0.0180466,-0.9837846,0.1584723
-0.07791272,-0.01804288,-0.9836735,0.1612163
-0.06869902,-0.01723052,-0.9837771,0.1648219
-0.06361456,-0.01643694,-0.9840423,0.1653596
-0.05324113,-0.01628164,-0.9848841,0.1640235
-0.04832119,-0.01663071,-0.9852715,0.163183
-0.03869475,-0.01873014,-0.9859804,0.1612284
-0.03412449,-0.02039889,-0.9861406,0.1610781
-0.02500803,-0.02389026,-0.9861344,0.1623046
-0.02045725,-0.02538681,-0.9859518,0.1638174
-0.01043969,-0.02692585,-0.9854658,0.1674012
-0.005021231,-0.02680882,-0.9852425,0.1689771
0.006463966,-0.02656537,-0.984755,0.171785
0.01259278,-0.02621473,-0.9844874,0.1730288
0.02608623,-0.0254179,-0.9838999,0.1749698
0.03371594,-0.02481753,-0.9835526,0.1757035
0.04941285,-0.02370585,-0.982763,0.1765598
0.05721713,-0.02340282,-0.9823222,0.1766964
0.06477197,-0.02319882,-0.9818335,0.1768318
0.07937782,-0.02289006,-0.9807432,0.1769689
0.09320083,-0.02243903,-0.9794525,0.1774346
0.09951734,-0.02241379,-0.9787644,0.1778042
0.1053817,-0.02252156,-0.9780482,0.1783513
0.1158867,-0.02259324,-0.9766665,0.1793943
0.1204007,-0.02254702,-0.9760043,0.1800305
0.1279144,-0.02195603,-0.9748261,0.1813009
0.131013,-0.02119705,-0.9743366,0.1818093
0.1362666,-0.01854143,-0.9736435,0.1819503
0.1383479,-0.0171625,-0.9734067,0.1817821
0.1421474,-0.0146581,-0.9729487,0.1815219
0.1435156,-0.01333196,-0.9727697,0.1815067
0.147063,-0.01026625,-0.9722196,0.1818135
0.1494259,-0.008568431,-0.9718166,0.1821291
0.1555587,-0.005472782,-0.9707568,0.1827643
0.1590115,-0.004275947,-0.9701623,0.182981
0.1653592,-0.001926237,-0.9690793,0.1831336
0.1681674,-0.0007117861,-0.968537,0.1834537
0.1736106,0.001220703,-0.9676819,0.1828922
0.176217,0.002367031,-0.9672887,0.1824684
0.1810825,0.005291435,-0.9666281,0.1811388
0.1831027,0.006658149,-0.9663284,0.1806613
0.1870217,0.009636599,-0.9657351,0.1796824
0.1888985,0.01174098,-0.9653934,0.17943
0.1927978,0.01573713,-0.9644849,0.1798617
0.1946491,0.01748378,-0.9640297,0.1801464
0.1980764,0.020662,-0.963166,0.1806934
0.1995872,0.02193329,-0.9627927,0.1808704
0.2010918,0.02281572,-0.9624425,0.180959
0.2040896,0.02407355,-0.9618186,0.1807563
0.2058077,0.02458012,-0.961543,0.180206
0.2093336,0.02549634,-0.9609873,0.1789771
0.2109314,0.02565714,-0.9607354,0.1784296
0.2138636,0.02539943,-0.9603028,0.1773015
0.2154437,0.02557395,-0.9599749,0.1771388
0.2188933,0.02701149,-0.9590267,0.1778313
0.2204578,0.02748128,-0.9586054,0.1780978
0.2217347,0.02556608,-0.9583423,0.178214
0.2217579,0.02384374,-0.958337,0.178452
0.221233,0.0220106,-0.9582329,0.1798919
0.2211358,0.0220647,-0.9580337,0.1810623
0.2214305,0.02335438,-0.9575573,0.1830498
0.2218573,0.02472248,-0.9572497,0.1839597
0.2222798,0.0266843,-0.9568425,0.1852893
0.2224564,0.02706082,-0.9566825,0.185848
0.2229964,0.02744248,-0.9564036,0.1865792
0.223507,0.02791169,-0.9561402,0.1872469
0.2239264,0.02875993,-0.9557586,0.1885613
0.2237908,0.02898624,-0.9556385,0.189295
0.2215453,0.02892242,-0.9558584,0.1908294
0.2195852,0.02849551,-0.9561715,0.1915896
0.2130747,0.02701535,-0.9573812,0.1931078
0.2088875,0.02631684,-0.9581569,0.1939298
0.1983817,0.0251373,-0.9599233,0.1963671
0.1917796,0.02461647,-0.9610393,0.19753
0.1771652,0.02356716,-0.9634292,0.199653
0.1686995,0.02295214,-0.9648662,0.2001173
0.1495062,0.02101099,-0.9680513,0.2002081
0.1382991,0.01992889,-0.9698212,0.1998076
0.126177,0.01924109,-0.9716522,0.1990006
0.1000542,0.01853701,-0.9749895,0.1975881
0.08638802,0.01815363,-0.9764151,0.1970309
0.05838306,0.01799202,-0.9786803,0.1960933
0.04468657,0.01751486,-0.979479,0.1957482
0.01936152,0.01512047,-0.9807175,0.1938804
0.008135783,0.01368386,-0.9811044,0.1928229
-0.01019853,0.01140688,-0.9816605,0.1900225
-0.01728879,0.009940302,-0.9818844,0.1884284
-0.02826159,0.006458201,-0.9821471,0.1858676
-0.03588161,0.00209307,-0.982105,0.1848725
-0.03819592,0.0004048614,-0.9820712,0.1845999
-0.03999475,-0.000622439,-0.982084,0.1841495
-0.041291,-0.001459749,-0.9822024,0.1832254
-0.04124676,-0.001843221,-0.9823244,0.1825766
-0.03884695,-0.002038976,-0.9827167,0.1809824
-0.0375332,-0.002450544,-0.9829265,0.1801128
-0.03325537,-0.003340804,-0.9834673,0.1779748
-0.03099769,-0.004551111,-0.9837456,0.1768133
-0.02787456,-0.007406158,-0.984107,0.1752189
-0.02742863,-0.008859984,-0.9842313,0.174522
-0.02920416,-0.01069771,-0.9842174,0.1742092
-0.0310618,-0.01097208,-0.9842252,0.1738264
-0.0366274,-0.01004765,-0.9843286,0.1722056
-0.03969726,-0.009595534,-0.9844158,0.1710486
-0.0465003,-0.01037813,-0.9847084,0.1675691
-0.05019287,-0.01181815,-0.9848248,0.1657138
-0.05371219,-0.01296189,-0.9848792,0.1641951
-0.05984484,-0.01360742,-0.9844793,0.1644202
-0.06451251,-0.01485451,-0.9830473,0.1709838
-0.06651857,-0.01594035,-0.9821419,0.1752667
-0.06807771,-0.01708941,-0.9811549,0.1800237
-0.07022896,-0.01788403,-0.9795341,0.1877794
-0.0705296,-0.01679077,-0.9788492,0.191306
-0.06943569,-0.01125631,-0.9781302,0.1957377
-0.06888898,-0.008695315,-0.9778926,0.197243
-0.06718094,-0.003819455,-0.9778205,0.1983411
-0.0663782,-0.002156192,-0.9777653,0.198908
-0.06463136,-0.0,-0.9774582,0.2009933
-0.0635568,0.0008279211,-0.977273,0.2022308
-0.06113164,0.0006342959,-0.9769527,0.2045138
-0.05929954,0.0004567453,-0.9769468,0.2050813
-0.05460883,0.001895041,-0.9772626,0.2048711
-0.05209285,0.00277559,-0.9775524,0.2041324
-0.04817186,0.003374091,-0.9782784,0.2015924
-0.04626594,0.003684421,-0.9785788,0.2005726
-0.04169001,0.006753699,-0.9792613,0.1981507
-0.0330001,0.01179101,-0.9805544,0.1930936
-0.0330001,0.01179101,-0.9805544,0.1930936
-0.0298234,0.0128881,-0.9809867,0.1913362
-0.02375452,0.01369039,-0.9816059,0.1889397
-0.02080001,0.01401737,-0.9818395,0.188048
-0.01381445,0.01533283,-0.9819929,0.1877872
-0.009262073,0.01619952,-0.9819546,0.1881941
0.001994645,0.01830363,-0.9812686,0.1917625
0.00901504,0.01936345,-0.9808061,0.1938122
0.0281292,0.02199638,-0.9794866,0.19832
0.03912653,0.02310066,-0.9787927,0.1997505
0.06470303,0.02325432,-0.9772356,0.2007076
0.07885487,0.02301503,-0.9764323,0.1995798
0.1072484,0.0234041,-0.974682,0.1947952
0.1209754,0.02345974,-0.9736894,0.1916863
0.1458763,0.02393948,-0.9716993,0.1842486
0.1564447,0.02438078,-0.9707332,0.1805761
0.1744834,0.02515507,-0.9687674,0.1743918
0.1817538,0.02567339,-0.9676587,0.1730408
0.1950444,0.02719101,-0.9649571,0.1734246
0.201083,0.02802252,-0.9633626,0.1752507
0.2107521,0.02981091,-0.9605458,0.1790159
0.2144816,0.03067683,-0.9593339,0.1809284
0.2209223,0.03139866,-0.9574904,0.1828104
0.2239088,0.03173758,-0.9567161,0.1831719
0.2264229,0.03213326,-0.956192,0.1827486
0.2306289,0.03274262,-0.9556777,0.180051
0.2321262,0.03323116,-0.9556836,0.1779941
0.2334295,0.03417249,-0.9561337,0.1736411
0.2329639,0.03441495,-0.956537,0.1719895
0.2299956,0.03468967,-0.9575415,0.1703318
0.2276337,0.03475533,-0.9581398,0.1701271
0.220225,0.03380334,-0.9597027,0.171257
0.2154772,0.03257791,-0.960693,0.1719804
0.2039995,0.02932687,-0.9631931,0.1725779
0.1984597,0.02872027,-0.9644474,0.1721344
0.1868996,0.02844553,-0.9669438,0.1711113
0.1809866,0.02767283,-0.9682102,0.1704319
0.1692965,0.0259436,-0.9706762,0.1686813
0.1629924,0.02446528,-0.9719256,0.1679159
0.147907,0.01956746,-0.9745089,0.1675498
0.1389596,0.01660829,-0.9758445,0.1677555
0.1205212,0.01287712,-0.9783685,0.1676425
0.1115657,0.01165947,-0.979546,0.1670535
0.09568273,0.009844651,-0.9814609,0.165778
0.08938339,0.009468911,-0.9822396,0.1647007
0.07840345,0.008129369,-0.9834024,0.1634215
0.07278616,0.00529425,-0.9838537,0.1634201
0.06685153,0.001810595,-0.9842417,0.1636943
0.05643175,-0.0004048614,-0.9844795,0.1661786
0.05284207,0.003080915,-0.9843513,0.1680798
0.04887723,0.009628864,-0.9837567,0.1724564
0.04844193,0.01182823,-0.9831927,0.1756294
0.04758786,0.01251385,-0.981892,0.1829396
0.04630409,0.009959023,-0.9811998,0.1870927
0.03904113,0.0001726335,-0.9796459,0.1969001
0.03904113,0.0001726335,-0.9796459,0.1969001
0.03337122,-0.002743189,-0.9795334,0.1984771
0.03066007,-0.003454827,-0.9795935,0.1986067
0.02500654,-0.003037074,-0.9794132,0.2002879
0.02210349,-0.002743189,-0.979023,0.2025288
0.01628713,-0.003778268,-0.9782645,0.2066858
0.01343384,-0.004853734,-0.978025,0.207998
0.007277275,-0.007086389,-0.978129,0.2077514
0.004085254,-0.008873429,-0.9783342,0.2068013
-0.002382717,-0.01266888,-0.9783483,0.2065636
-0.005186193,-0.01430412,-0.9780669,0.2077344
-0.009438965,-0.01734129,-0.9768268,0.2131189
-0.01109162,-0.01873531,-0.9760239,0.216572
-0.01351788,-0.02119986,-0.9744923,0.2230083
-0.01505083,-0.022549,-0.9737597,0.2259585
-0.01766101,-0.02508894,-0.972437,0.2311385
-0.01823185,-0.02580423,-0.9717699,0.2338057
-0.01758024,-0.02565888,-0.970885,0.237518
-0.01690883,-0.02520006,-0.9707763,0.2380598
-0.01678633,-0.02524407,-0.9713463,0.2357275
-0.01786903,-0.02649123,-0.9716851,0.2341091
-0.02209776,-0.03013678,-0.971939,0.2322457
-0.02459013,-0.03142854,-0.9717025,0.2328131
-0.02698638,-0.03205479,-0.97124,0.2343867
-0.03111404,-0.03199942,-0.9703824,0.2374152
-0.03307452,-0.03182221,-0.9701563,0.238097
-0.036746,-0.03100226,-0.9702371,0.2373364
-0.04108042,-0.03043323,-0.9704916,0.2356527
-0.04344366,-0.03045257,-0.9705013,0.2351861
-0.04593511,-0.03052002,-0.970449,0.2349197
-0.05078213,-0.03100442,-0.9703333,0.2343356
-0.0531735,-0.03159971,-0.9702783,0.2339532
-0.05826771,-0.03358886,-0.9704913,0.231567
-0.06090954,-0.03467141,-0.9707195,0.2297643
-0.06635462,-0.03723525,-0.9713467,0.2251583
-0.06911217,-0.03817562,-0.9716359,0.2229121
-0.0744913,-0.039141,-0.9722866,0.2181232
-0.07720076,-0.03921099,-0.9726035,0.215743
-0.08250409,-0.039089,-0.9734842,0.2097469
-0.0851021,-0.03918685,-0.9739346,0.2065755
-0.08973995,-0.03907223,-0.9747084,0.2009068
-0.09164067,-0.03921308,-0.9751638,0.1977876
-0.09539926,-0.04172073,-0.9760096,0.1912162
-0.09734111,-0.04373458,-0.9763173,0.1881928
-0.09987463,-0.04621889,-0.9766229,0.1846524
-0.1006302,-0.04616502,-0.9768246,0.1831834
-0.09977066,-0.04346972,-0.9775977,0.1801639
-0.09934432,-0.04299146,-0.9779956,0.1783454
-0.1000991,-0.04508346,-0.9784418,0.1749264
-0.1017732,-0.04783927,-0.9784062,0.1734215
-0.1057645,-0.05430675,-0.9779886,0.171473
-0.1073129,-0.05642845,-0.9777858,0.1709819
-0.1089604,-0.05793429,-0.977811,0.1692836
-0.1093372,-0.05866301,-0.9778387,0.1686284
-0.109882,-0.05956081,-0.9777957,0.1682083
-0.1111414,-0.06040297,-0.9774736,0.1689513
-0.1119102,-0.06011018,-0.9772187,0.170019
-0.1140033,-0.05992322,-0.9767255,0.1715222
-0.1159471,-0.06030891,-0.9764964,0.171388
-0.1231436,-0.06389841,-0.9757569,0.1692665
-0.1283242,-0.06657389,-0.9750944,0.1682013
-0.1400016,-0.06911174,-0.9733465,0.1679872
-0.146051,-0.06880479,-0.9724573,0.1681124
-0.1600271,-0.06647085,-0.9703852,0.1683022
-0.1671606,-0.06504893,-0.9692785,0.1683013
-0.181305,-0.06179399,-0.9670411,0.1677542
-0.1876584,-0.0605331,-0.9659606,0.1674522
-0.1980636,-0.05906614,-0.9642252,0.1659872
-0.202243,-0.05893089,-0.963501,0.1651989
-0.2077717,-0.06009419,-0.9625194,0.1636336
-0.2103625,-0.06087393,-0.9621355,0.1622878
-0.2147229,-0.06270756,-0.9615132,0.1595443
-0.2161887,-0.06344523,-0.9613245,0.1584059
-0.2169026,-0.06267761,-0.961359,0.1575236
-0.2161676,-0.06122566,-0.9616474,0.1573444
-0.2128708,-0.05698749,-0.9627277,0.1568243
-0.2113705,-0.0560215,-0.9632129,0.1562212
-0.2097924,-0.05659562,-0.9637527,0.1548056
-0.2096641,-0.05785772,-0.9638169,0.1541119
-0.2092264,-0.05931022,-0.9639122,0.153557
-0.2081981,-0.05865208,-0.9641814,0.1535179
-0.2043755,-0.05569845,-0.9650828,0.1540896
-0.2015786,-0.05420183,-0.9657373,0.1542065
-0.1952575,-0.05201642,-0.9670606,0.1547989
-0.1912664,-0.05082569,-0.9677927,0.1555991
-0.1862989,-0.04931203,-0.9687108,0.1563983
-0.1733802,-0.04677189,-0.9709451,0.1581688
-0.1655315,-0.04610559,-0.9722735,0.1586123
-0.1479857,-0.04566899,-0.975045,0.1590655
-0.1383921,-0.04612707,-0.9764176,0.1591496
-0.1179894,-0.04758613,-0.978952,0.1595841
-0.1067974,-0.04834493,-0.9801568,0.1598431
-0.08291207,-0.05005597,-0.9822446,0.1606725
-0.07032765,-0.05104889,-0.9830663,0.1613345
-0.04189004,-0.05233657,-0.9842947,0.16331
-0.02693802,-0.05262377,-0.984648,0.164236
0.005493164,-0.05338298,-0.9846464,0.166107
0.02200552,-0.05355493,-0.9842424,0.1670764
0.05353991,-0.05463611,-0.982673,0.168826
0.06720334,-0.05543995,-0.9816301,0.1697422
0.08942065,-0.0560857,-0.9794872,0.1716487
0.09709778,-0.05535334,-0.9785958,0.1727955
0.105075,-0.05279298,-0.9774573,0.1753548
0.1056355,-0.05159446,-0.9772146,0.1767222
0.1035701,-0.04931746,-0.9768687,0.1804674
0.1035701,-0.04931746,-0.9768687,0.1804674
0.0995891,-0.04647065,-0.9762704,0.1865976
0.09819872,-0.0448877,-0.9754911,0.191727
0.09606717,-0.04267977,-0.9744022,0.1987207
0.09520725,-0.04138328,-0.9739025,0.2018342
0.09423488,-0.03966722,-0.9728693,0.2075369
0.09460395,-0.03846474,-0.972412,0.2097273
0.09791706,-0.03456401,-0.9714659,0.2132409
0.1010054,-0.03186784,-0.9710441,0.2141396
0.1048484,-0.02918987,-0.9706362,0.2145229
0.1124878,-0.02761893,-0.9700114,0.2136859
0.1161852,-0.02863765,-0.9696561,0.2131854
0.1235954,-0.03040433,-0.9686924,0.2131544
0.1278426,-0.03120944,-0.9679199,0.2140403
0.1380574,-0.03240524,-0.9661202,0.2156429
0.1443861,-0.03232974,-0.9651689,0.2157695
0.1579105,-0.03213094,-0.963276,0.214782
0.1646193,-0.03228177,-0.962317,0.2140193
0.1774554,-0.03263412,-0.9603893,0.2123603
0.1837262,-0.0320527,-0.9594337,0.2114337
0.1960055,-0.03054808,-0.9574216,0.209744
0.201994,-0.02948396,-0.9563704,0.2090095
0.2136319,-0.02630297,-0.9542882,0.2073728
0.2190269,-0.0244409,-0.9533187,0.20643
0.2286395,-0.02176004,-0.9514942,0.2047178
0.2327199,-0.02127283,-0.9505827,0.204405
0.2399991,-0.02081576,-0.9487231,0.2046743
0.2431058,-0.02102694,-0.9477777,0.2053654
0.2487627,-0.02092358,-0.9460465,0.2065802
0.2515145,-0.0203905,-0.9452586,0.2069082
0.2572568,-0.01779591,-0.943759,0.2069331
0.2601962,-0.01600192,-0.943123,0.2063031
0.2656691,-0.01259515,-0.9424446,0.2026314
0.2675848,-0.01207448,-0.9423237,0.2006955
0.2685356,-0.01230188,-0.9424833,0.1986519
0.2693881,-0.01307919,-0.9425659,0.1970493
0.26967,-0.01340274,-0.942475,0.1970773
0.2700566,-0.01354045,-0.9418339,0.1995875
0.2703102,-0.01327146,-0.94148,0.200927
0.2707126,-0.01266299,-0.9410115,0.2026124
0.2709771,-0.01218198,-0.9408754,0.2029202
0.2718023,-0.01081132,-0.9408567,0.2019785
0.2723415,-0.01047602,-0.9408911,0.2011081
0.2730804,-0.01028728,-0.9411519,0.198883
0.2732092,-0.01041826,-0.9413629,0.1976972
0.2731826,-0.01079201,-0.9418519,0.1953709
0.2729235,-0.0111372,-0.9420989,0.1945214
0.272274,-0.01188855,-0.942495,0.1934652
0.2717133,-0.01235868,-0.9426258,0.193587
0.2704563,-0.01304097,-0.9429241,0.1938492
0.2697305,-0.01324899,-0.9430512,0.1942275
0.268413,-0.01303354,-0.943317,0.194776
0.2676613,-0.01291928,-0.9434416,0.195214
0.2657478,-0.01236952,-0.9437082,0.1965705
0.2642644,-0.01186596,-0.9438868,0.1977405
0.2609605,-0.01088755,-0.9444103,0.1996755
0.2589551,-0.01048811,-0.9447937,0.2004923
0.2541394,-0.01068656,-0.9459398,0.2012382
0.2511262,-0.01111712,-0.9467309,0.2012776
0.2446245,-0.01227641,-0.9485336,0.200729
0.2410521,-0.01244459,-0.949516,0.2003956
0.233628,-0.01268474,-0.9514216,0.2001349
0.2295731,-0.01267828,-0.9523948,0.2001991
0.221216,-0.0123972,-0.9542302,0.2008846
0.2170575,-0.01235265,-0.9550938,0.2013189
0.2084032,-0.01217219,-0.9568708,0.2020353
0.2039929,-0.01211083,-0.9577637,0.2023088
0.1993056,-0.0120002,-0.9587105,0.2025031
0.18843,-0.01143363,-0.9609045,0.2025487
0.18239,-0.01079063,-0.9620848,0.2025103
0.1682315,-0.008707302,-0.9647804,0.2020422
0.1601558,-0.007614487,-0.966212,0.2018082
0.1408351,-0.005415301,-0.9693073,0.2014437
0.1299265,-0.004289864,-0.9708439,0.2014023
0.1050172,-0.0009376399,-0.9739501,0.200977
0.09148183,0.001214584,-0.9753767,0.2006735
0.06582658,0.005292843,-0.9775737,0.1999714
0.05419276,0.007129366,-0.9784064,0.1993319
0.03501504,0.008489813,-0.9795693,0.1978533
0.02757898,0.008333925,-0.9799281,0.1972583
0.01641925,0.008350894,-0.9802542,0.1968815
0.01297797,0.008463444,-0.9802916,0.1969474
0.007149194,0.008409573,-0.9803032,0.1971897
0.004382647,0.007864777,-0.9802828,0.1973943
-0.0009455526,0.007080078,-0.9802727,0.1975209
-0.003088162,0.006866387,-0.9802928,0.1974067
-0.006096187,0.005754162,-0.980402,0.1968291
-0.007236206,0.004743496,-0.9804839,0.1964087
-0.009911028,0.002815567,-0.98064,0.1955483
-0.01179037,0.001756286,-0.9807228,0.1950404
-0.0173284,0.000211432,-0.9807732,0.1943803
-0.02077026,-0.0002729575,-0.9806903,0.1944609
-0.02780445,-0.0003229677,-0.9804978,0.1945529
-0.0311229,-0.00029901,-0.9804058,0.1945141
-0.03744615,-0.0007425247,-0.9802734,0.1940655
-0.04045963,-0.0009611826,-0.9802073,0.1937932
-0.04594143,-0.001480024,-0.9800238,0.1934955
-0.04940636,-0.002085938,-0.9799045,0.1932402
-0.05018812,-0.002671639,-0.9799049,0.1930298
-0.05022285,-0.003484888,-0.9799824,0.1926135
-0.049493,-0.004476836,-0.9800988,0.1921891
-0.04616518,-0.006820662,-0.9802966,0.19194
-0.0438771,-0.007860039,-0.9803351,0.19224
-0.03851275,-0.01010607,-0.9802719,0.1936014
-0.03557047,-0.01135582,-0.9802146,0.1943842
-0.02892654,-0.01396358,-0.9800375,0.1962008
-0.02523079,-0.01474325,-0.979967,0.1970045
-0.01632733,-0.01573429,-0.9798925,0.1982338
-0.01076436,-0.01626424,-0.979932,0.1983759
0.002528359,-0.0179219,-0.9799215,0.1985604
0.009921547,-0.01896377,-0.9798334,0.1986667
0.02617803,-0.02211899,-0.9794131,0.1989359
0.03454525,-0.02360159,-0.9790582,0.1992353
0.05217117,-0.02573832,-0.9780452,0.2001084
0.06142466,-0.02661217,-0.9774215,0.2004144
0.08082014,-0.02843531,-0.9759823,0.200295
0.09035093,-0.02950644,-0.9752197,0.1997818
0.1084816,-0.03148799,-0.9736912,0.1979034
0.1169132,-0.03232398,-0.9729052,0.1968298
0.1323676,-0.0336934,-0.9713389,0.1945363
0.139568,-0.03417882,-0.9705361,0.1934227
0.1522741,-0.03454957,-0.9689855,0.1915362
0.1583187,-0.03460947,-0.9681779,0.1907066
0.1634819,-0.03445087,-0.9674467,0.1900885
0.1724355,-0.03440824,-0.9661545,0.1887526
0.1762085,-0.03423632,-0.9656051,0.1881098
0.1832999,-0.03375989,-0.9645838,0.1866537
0.1865853,-0.03341027,-0.9640915,0.1860034
0.1924062,-0.03254107,-0.9632297,0.1846876
0.194959,-0.03197916,-0.9628202,0.1842431
0.1989666,-0.03137349,-0.9621052,0.1837977
0.2006593,-0.03097388,-0.9617867,0.1836922
0.2036428,-0.02956018,-0.9611697,0.183871
0.2050515,-0.02882359,-0.9608818,0.1839273
0.2077429,-0.02782239,-0.9602945,0.1841285
0.2089724,-0.02725505,-0.9600195,0.184256
0.2113088,-0.0258622,-0.9595299,0.1843426
0.2125311,-0.02524289,-0.9592907,0.1842683
0.2150312,-0.02466787,-0.9587753,0.1841278
0.216272,-0.02456678,-0.9585197,0.1840187
0.2187767,-0.02437986,-0.9579806,0.1838898
0.220004,-0.02421119,-0.9577025,0.1838969
0.2222422,-0.0239799,-0.9571656,0.1840309
0.2231031,-0.02398177,-0.956943,0.184147
0.2245866,-0.02359212,-0.9566301,0.1840196
0.2252542,-0.02328249,-0.9565231,0.1837991
0.2261992,-0.0228894,-0.9563419,0.1836307
0.2265155,-0.02278893,-0.9562891,0.1835282
0.226906,-0.02273787,-0.9561901,0.183568
0.2268353,-0.02278599,-0.9561758,0.1837235
0.2265722,-0.02244103,-0.9562598,0.1836535
0.2264848,-0.02214525,-0.9562902,0.1836388
0.2260253,-0.02180143,-0.9563889,0.1837325
0.225578,-0.02170965,-0.9564677,0.1838823
0.2250878,-0.02168114,-0.9565606,0.1840033
0.223825,-0.02176312,-0.9568528,0.1840149
0.223278,-0.02174942,-0.9570382,0.1837169
0.2225566,-0.02148264,-0.9574585,0.1824291
0.2222556,-0.02155224,-0.9576972,0.1815327
0.2216103,-0.02233887,-0.9582267,0.1794197
0.2212374,-0.0227241,-0.958558,0.178057
0.2209852,-0.02334066,-0.9591343,0.175163
0.2209594,-0.02354977,-0.9594526,0.1734158
0.2209347,-0.02390273,-0.959958,0.1705791
0.2208503,-0.0242358,-0.9602056,0.1692423
0.2205722,-0.02470409,-0.9607153,0.1666245
0.2204945,-0.02476794,-0.960951,0.1653537
0.2200807,-0.025083,-0.9614594,0.1628838
0.2199731,-0.02519976,-0.961687,0.1616628
0.2195084,-0.02562808,-0.9621745,0.1593097
0.219096,-0.02590222,-0.9624162,0.1583703
0.2180987,-0.02656818,-0.9628801,0.1568091
0.217475,-0.02688985,-0.9631374,0.1560378
0.2159158,-0.02743271,-0.9637423,0.1543653
0.2150437,-0.02771534,-0.9640814,0.1534118
0.2129618,-0.02798207,-0.9648459,0.1514488
0.2117912,-0.02815646,-0.9652523,0.1504646
0.2085291,-0.02849708,-0.9661937,0.1489075
0.2064418,-0.02860485,-0.9667745,0.1480223
0.2017892,-0.02862855,-0.9680136,0.1463259
0.1995178,-0.02847563,-0.9686272,0.1454068
0.1949477,-0.02826106,-0.9698005,0.1438183
0.192475,-0.02829978,-0.9704183,0.1429716
0.1871293,-0.02806476,-0.9716602,0.1416739
0.1841625,-0.02803155,-0.972308,0.1411227
0.1812448,-0.02817234,-0.972936,0.1405422
0.1748166,-0.0283805,-0.9742735,0.1393734
0.1679227,-0.02870652,-0.9756591,0.138084
0.1642037,-0.02885149,-0.9763695,0.1375041
0.1556149,-0.02937916,-0.9778759,0.1366732
0.1507952,-0.02969723,-0.9786581,0.1364082
0.1455305,-0.03003302,-0.9794602,0.1362961
0.1347636,-0.03039428,-0.9810157,0.1361
0.1291481,-0.03068994,-0.9817469,0.1362059
0.1174914,-0.03150645,-0.9830775,0.1369732
0.111151,-0.03182221,-0.9837159,0.1376076
0.09700475,-0.032498,-0.9849653,0.1392025
0.08928607,-0.03281399,-0.9855503,0.1401497
0.0732907,-0.03338997,-0.9865783,0.1420455
0.06523491,-0.03336117,-0.9870124,0.1429616
0.04977775,-0.03229723,-0.9877926,0.1440306
0.04257,-0.03155771,-0.9881028,0.1443772
0.0286608,-0.03057661,-0.9885558,0.1449179
0.02164366,-0.03021407,-0.9887015,0.145217
0.007700112,-0.03016817,-0.9888577,0.1455715
0.0007623289,-0.03013555,-0.9888937,0.1455357
-0.0119042,-0.03008037,-0.9889404,0.1447428
-0.01792855,-0.02981591,-0.9888935,0.1444962
-0.02928238,-0.02947259,-0.9887627,0.1436044
-0.03473131,-0.0293317,-0.9886405,0.1432596
-0.0458055,-0.02904145,-0.9883578,0.1421528
-0.05134011,-0.0289546,-0.9882001,0.1413733
-0.06253492,-0.02843872,-0.987784,0.1398689
-0.06815296,-0.02772233,-0.9875681,0.1389096
-0.07380077,-0.02703024,-0.9873044,0.1380319
-0.09279223,-0.02477516,-0.9861979,0.1348682
-0.09952482,-0.02439147,-0.985692,0.1338328
-0.1065397,-0.0240063,-0.985126,0.1326643
-0.1132857,-0.02370963,-0.9845167,0.1316478
-0.1258132,-0.02258004,-0.983233,0.1300544
-0.1315714,-0.02212977,-0.9826024,0.129197
-0.1424755,-0.02111887,-0.9814261,0.1267187
-0.1475642,-0.02071602,-0.9809008,0.1250177
-0.1567953,-0.02021508,-0.9799676,0.1211205
-0.1613074,-0.02015159,-0.9794849,0.1190935
-0.1690291,-0.02035282,-0.9786291,0.1153261
-0.1725589,-0.02037477,-0.9781941,0.1137748
-0.177897,-0.01999533,-0.9775068,0.1115054
-0.1797012,-0.01957736,-0.9772733,0.1107298
