qw,qx,qy,qz
-0.05504343,-0.08551363,-0.8781912,0.4673733
-0.05477177,-0.0862322,-0.8785784,0.4665447
-0.05490763,-0.08702877,-0.8788903,0.4657928
-0.05490763,-0.08702877,-0.8788903,0.4657928
-0.05534189,-0.08702029,-0.8791987,0.4651605
-0.05550804,-0.08609498,-0.8793563,0.465015
-0.05627878,-0.0852077,-0.8795007,0.4648127
-0.05627878,-0.0852077,-0.8795007,0.4648127
-0.05788682,-0.08395687,-0.8795843,0.4646847
-0.0593062,-0.08238354,-0.8796095,0.4647395
-0.05985691,-0.08065246,-0.8794639,0.465248
-0.05985691,-0.08065246,-0.8794639,0.465248
-0.06056152,-0.07989434,-0.8789572,0.4662442
-0.06154354,-0.0792226,-0.8785512,0.4669947
-0.06244669,-0.07892098,-0.8781736,0.4676355
-0.06244669,-0.07892098,-0.8781736,0.4676355
-0.06290543,-0.07944068,-0.877835,0.4681216
-0.06247031,-0.08003969,-0.8774151,0.4688645
-0.06157839,-0.08117355,-0.87721,0.4691712
-0.06157839,-0.08117355,-0.87721,0.4691712
-0.06106628,-0.08249146,-0.8774784,0.468506
-0.06079543,-0.08341825,-0.8781301,0.4671539
-0.0606021,-0.08339672,-0.8789763,0.4655889
-0.0606021,-0.08339672,-0.8789763,0.4655889
-0.06015008,-0.08281785,-0.8798758,0.4640492
-0.0596643,-0.08259011,-0.8806185,0.4627421
-0.05905289,-0.08223019,-0.8813353,0.4615183
-0.05905289,-0.08223019,-0.8813353,0.4615183
-0.05822153,-0.08231939,-0.8820657,0.4602109
-0.05777718,-0.08335795,-0.8831421,0.4580103
-0.05777718,-0.08335795,-0.8831421,0.4580103
-0.05751429,-0.0852695,-0.8844881,0.4550847
-0.05685686,-0.0868838,-0.8858352,0.4522327
-0.05591074,-0.08768635,-0.886894,0.4501157
-0.05591074,-0.08768635,-0.886894,0.4501157
-0.05476211,-0.08772585,-0.8878946,0.4482727
-0.05325456,-0.08742604,-0.8894909,0.4453387
-0.05103473,-0.08688388,-0.8914841,0.4417044
-0.05103473,-0.08688388,-0.8914841,0.4417044
-0.04849772,-0.08706703,-0.8932447,0.4383847
-0.04684352,-0.08731331,-0.8946505,0.4356405
-0.04593106,-0.087405,-0.8958697,0.4332069
-0.04593106,-0.087405,-0.8958697,0.4332069
-0.04430312,-0.08708611,-0.8969686,0.4311619
-0.04238003,-0.08693464,-0.8980272,0.4291778
-0.04066023,-0.0871912,-0.8987988,0.4276743
-0.04066023,-0.0871912,-0.8987988,0.4276743
-0.03982337,-0.08738444,-0.8993246,0.4266067
-0.03921859,-0.08778205,-0.8993493,0.4265292
-0.03840892,-0.08740763,-0.8990595,0.42729
-0.03840892,-0.08740763,-0.8990595,0.42729
-0.03742087,-0.08712794,-0.8985345,0.4285372
-0.03643344,-0.08678161,-0.8978109,0.4302061
-0.035261,-0.08606788,-0.8972899,0.431532
-0.035261,-0.08606788,-0.8972899,0.431532
-0.03456552,-0.08563561,-0.8968921,0.4325002
-0.03461355,-0.08546273,-0.8966779,0.4329743
-0.03461355,-0.08546273,-0.8966779,0.4329743
-0.03433498,-0.08512197,-0.8966901,0.4330383
-0.03337345,-0.08419693,-0.8966355,0.4334074
-0.03283238,-0.08347031,-0.8963134,0.4342546
-0.03283238,-0.08347031,-0.8963134,0.4342546
-0.03194956,-0.08309367,-0.8955333,0.4359987
-0.03031107,-0.08203188,-0.8949329,0.4375466
-0.02858401,-0.08122704,-0.8940383,0.439637
-0.02858401,-0.08122704,-0.8940383,0.439637
-0.02778005,-0.08140525,-0.8923578,0.4430566
-0.02717621,-0.08233631,-0.890307,0.4470298
-0.02644563,-0.0832736,-0.8881062,0.4512578
-0.02644563,-0.0832736,-0.8881062,0.4512578
-0.02569805,-0.08526871,-0.88609,0.4548772
-0.02523285,-0.08791249,-0.8843896,0.4577005
-0.02534687,-0.090518,-0.8827897,0.4602678
-0.02534687,-0.090518,-0.8827897,0.4602678
-0.02625193,-0.09317596,-0.8810918,0.4629323
-0.02778434,-0.09522752,-0.8794455,0.4655485
-0.03009869,-0.09732717,-0.8779048,0.4678724
-0.03009869,-0.09732717,-0.8779048,0.4678724
-0.03329746,-0.09948087,-0.8762929,0.4702186
-0.03716014,-0.1010609,-0.8747032,0.4725465
-0.04065638,-0.1019384,-0.872824,0.4755355
-0.04065638,-0.1019384,-0.872824,0.4755355
-0.04340214,-0.1024664,-0.8708518,0.478784
-0.04553844,-0.1029394,-0.869181,0.4815122
-0.04553844,-0.1029394,-0.869181,0.4815122
-0.0467287,-0.103336,-0.8676456,0.4840758
-0.0472379,-0.1039033,-0.8660755,0.4867092
-0.04768475,-0.105349,-0.864543,0.4890739
-0.04768475,-0.105349,-0.864543,0.4890739
-0.04804021,-0.1069794,-0.8633087,0.4908622
-0.04827638,-0.1079568,-0.8622548,0.4924748
-0.04859617,-0.1090957,-0.8617625,0.4930538
-0.04859617,-0.1090957,-0.8617625,0.4930538
-0.04940561,-0.1101889,-0.8616418,0.4929412
-0.05045197,-0.1106529,-0.8618503,0.4923663
-0.05149342,-0.1102977,-0.8624029,0.4913696
-0.05149342,-0.1102977,-0.8624029,0.4913696
-0.05292005,-0.1101972,-0.8628153,0.490516
-0.0550414,-0.1102506,-0.862968,0.4900015
-0.05705269,-0.1099877,-0.8627895,0.490145
-0.05705269,-0.1099877,-0.8627895,0.490145
-0.05883213,-0.1096021,-0.8624185,0.4906736
-0.06047811,-0.1100039,-0.8617802,0.4915043
-0.06136817,-0.1103222,-0.8611277,0.4924653
-0.06136817,-0.1103222,-0.8611277,0.4924653
-0.06159533,-0.1108412,-0.8604733,0.4934632
-0.06141502,-0.1119609,-0.8596569,0.4946544
-0.0612675,-0.1125643,-0.8589107,0.4958307
-0.0612675,-0.1125643,-0.8589107,0.4958307
-0.06102978,-0.1130585,-0.8583728,0.4966783
-0.06099883,-0.1135109,-0.8582358,0.4968155
-0.06073884,-0.11318,-0.858415,0.4966133
-0.06073884,-0.11318,-0.858415,0.4966133
-0.05998486,-0.1121165,-0.8589347,0.4960473
-0.05902387,-0.1113322,-0.8595115,0.4953396
-0.05817294,-0.1103407,-0.8601561,0.4945426
-0.05817294,-0.1103407,-0.8601561,0.4945426
-0.0570333,-0.1091586,-0.8609817,0.4934999
-0.05592373,-0.1083365,-0.862115,0.4918267
-0.05592373,-0.1083365,-0.862115,0.4918267
-0.054567,-0.1081804,-0.8633486,0.4898455
-0.05317308,-0.1082517,-0.8646123,0.4877497
-0.05169271,-0.1080199,-0.8658842,0.4856995
-0.05169271,-0.1080199,-0.8658842,0.4856995
-0.05005017,-0.107322,-0.867305,0.4834862
-0.04835233,-0.1063522,-0.868848,0.481097
-0.04690217,-0.1054923,-0.8705853,0.4782811
-0.04690217,-0.1054923,-0.8705853,0.4782811
-0.04541771,-0.1045864,-0.8724896,0.4751431
-0.04376897,-0.1036327,-0.8744557,0.4718812
-0.04204343,-0.1027446,-0.8764404,0.4685383
-0.04204343,-0.1027446,-0.8764404,0.4685383
-0.039846,-0.1021804,-0.8787073,0.4645911
-0.03711098,-0.1017172,-0.8813736,0.4598445
-0.03405368,-0.1012413,-0.884285,0.4545664
-0.03405368,-0.1012413,-0.884285,0.4545664
-0.03061362,-0.1007607,-0.8874735,0.4486656
-0.02722387,-0.1004373,-0.8908414,0.4422361
-0.02407603,-0.1001792,-0.8942771,0.4354917
-0.02407603,-0.1001792,-0.8942771,0.4354917
-0.02060712,-0.09930838,-0.8979251,0.4283033
-0.01670893,-0.09830322,-0.9016968,0.4207139
-0.01289851,-0.09724148,-0.905666,0.4124886
-0.01289851,-0.09724148,-0.905666,0.4124886
-0.009224188,-0.09579759,-0.9097101,0.4039373
-0.00584792,-0.09414724,-0.9139166,0.3947892
-0.002312902,-0.09251617,-0.9183374,0.384827
-0.002312902,-0.09251617,-0.9183374,0.384827
0.001700243,-0.0910034,-0.9229787,0.373933
0.006665978,-0.09015122,-0.9278265,0.3618926
0.006665978,-0.09015122,-0.9278265,0.3618926
0.01207818,-0.0894653,-0.9328774,0.3486973
0.01800858,-0.08904274,-0.937926,0.3347266
0.02373412,-0.0893322,-0.9428729,0.3200737
0.02373412,-0.0893322,-0.9428729,0.3200737
0.02868393,-0.08971471,-0.9475304,0.3054743
0.03376386,-0.08920459,-0.952098,0.2905373
0.03899454,-0.08826098,-0.9564139,0.2756118
0.03899454,-0.08826098,-0.9564139,0.2756118
0.04432346,-0.08771327,-0.9604608,0.2604937
0.05016734,-0.08735894,-0.9640954,0.2457069
0.05630406,-0.08681139,-0.9673654,0.231296
0.05630406,-0.08681139,-0.9673654,0.231296
0.06313149,-0.08640406,-0.9702034,0.2173803
0.06988428,-0.08635309,-0.9727213,0.2036483
0.07705248,-0.08599375,-0.9747712,0.1910212
0.07705248,-0.08599375,-0.9747712,0.1910212
0.08425169,-0.0857714,-0.9764954,0.1788904
0.09144834,-0.08565666,-0.9778098,0.1678933
0.09923235,-0.08545332,-0.9788123,0.1574073
0.09923235,-0.08545332,-0.9788123,0.1574073
0.1076311,-0.08442988,-0.9796785,0.146688
0.1157392,-0.08287927,-0.9804764,0.1356519
0.1157392,-0.08287927,-0.9804764,0.1356519
0.1234213,-0.08137092,-0.9811895,0.1241492
0.1306658,-0.0801277,-0.9816185,0.1137151
0.1374672,-0.07897761,-0.9819316,0.1033238
0.1374672,-0.07897761,-0.9819316,0.1033238
0.1433496,-0.07732478,-0.9822943,0.09257309
0.1480256,-0.07599845,-0.98264,0.08204424
0.1506401,-0.07457687,-0.9831581,0.07173581
0.1506401,-0.07457687,-0.9831581,0.07173581
0.1516346,-0.07409386,-0.9836995,0.0620678
0.1516657,-0.07407294,-0.9842231,0.05306185
0.151361,-0.07402545,-0.9847106,0.04421693
0.151361,-0.07402545,-0.9847106,0.04421693
0.1512103,-0.07386081,-0.9850972,0.03554552
0.1510232,-0.07400371,-0.9853825,0.02714493
0.150384,-0.07455949,-0.9856201,0.01945711
0.150384,-0.07455949,-0.9856201,0.01945711
0.1490009,-0.07457118,-0.9859403,0.01263354
0.1472257,-0.0745217,-0.9862674,0.006909654
0.1453715,-0.07384477,-0.9866157,0.001914598
0.1453715,-0.07384477,-0.9866157,0.001914598
0.1438355,-0.0718646,-0.9869864,-0.00218707
0.1426822,-0.06986998,-0.9872871,-0.004917782
0.141361,-0.06853288,-0.9875546,-0.007509061
0.141361,-0.06853288,-0.9875546,-0.007509061
0.1400455,-0.06740835,-0.9877981,-0.009914785
0.1390583,-0.06690177,-0.9879562,-0.01138138
0.1385883,-0.06646445,-0.988044,-0.01203678
0.1385883,-0.06646445,-0.988044,-0.01203678
0.1383086,-0.06531082,-0.9881496,-0.01287307
0.1380555,-0.0641413,-0.9882458,-0.01403384
0.1372383,-0.06280965,-0.9884298,-0.01506666
0.1372383,-0.06280965,-0.9884298,-0.01506666
0.1360593,-0.06158203,-0.9886609,-0.0156612
0.1347035,-0.06058673,-0.9888989,-0.01622204
0.1347035,-0.06058673,-0.9888989,-0.01622204
0.1335108,-0.06009171,-0.9890687,-0.01751656
0.1322487,-0.06016048,-0.9892032,-0.01918408
0.1303665,-0.05986077,-0.9894348,-0.02097479
0.1303665,-0.05986077,-0.9894348,-0.02097479
0.1283945,-0.05917943,-0.9897122,-0.02196621
0.1266798,-0.05811547,-0.9899798,-0.02268998
0.1254187,-0.0574286,-0.9901597,-0.02357885
0.1254187,-0.0574286,-0.9901597,-0.02357885
0.1245809,-0.05734096,-0.9902449,-0.0246313
0.1236373,-0.05737681,-0.9903311,-0.0258077
0.1227027,-0.0575025,-0.9904081,-0.02700487
0.1227027,-0.0575025,-0.9904081,-0.02700487
0.1219759,-0.05706758,-0.9905075,-0.02756736
0.1217101,-0.05653068,-0.9905569,-0.02807219
0.1221492,-0.0548961,-0.9905462,-0.02973659
0.1221492,-0.0548961,-0.9905462,-0.02973659
0.1232223,-0.05259573,-0.9904777,-0.03168471
0.1241169,-0.05121632,-0.9903673,-0.03383176
0.1246317,-0.05042228,-0.9902705,-0.03590113
0.1246317,-0.05042228,-0.9902705,-0.03590113
0.1250284,-0.04909534,-0.9901984,-0.03827094
0.1253761,-0.0475059,-0.990153,-0.04026174
0.1262784,-0.04637805,-0.9900084,-0.04226349
0.1262784,-0.04637805,-0.9900084,-0.04226349
0.1277112,-0.04542853,-0.9897863,-0.04414897
0.1295408,-0.04460146,-0.9895073,-0.04588334
0.1316437,-0.04410101,-0.9892026,-0.04693853
0.1316437,-0.04410101,-0.9892026,-0.04693853
0.133647,-0.04383293,-0.9889116,-0.04765466
0.1360918,-0.04364692,-0.9885182,-0.04904827
0.1360918,-0.04364692,-0.9885182,-0.04904827
0.137614,-0.04392259,-0.9881979,-0.0509728
0.1381923,-0.04488172,-0.9879655,-0.05303446
0.1378696,-0.04533281,-0.9878872,-0.05491604
0.1378696,-0.04533281,-0.9878872,-0.05491604
0.1368868,-0.04544198,-0.9879395,-0.05632484
0.1359979,-0.04450079,-0.9880243,-0.05772636
0.1355142,-0.04379297,-0.9880267,-0.05934162
0.135401,-0.04369964,-0.9879166,-0.06146201
0.135401,-0.04369964,-0.9879166,-0.06146201
0.1347281,-0.04540359,-0.9878482,-0.06279138
0.1334771,-0.04640133,-0.9878868,-0.06411342
0.1334771,-0.04640133,-0.9878868,-0.06411342
0.1332143,-0.04357004,-0.9877855,-0.06808417
0.1348624,-0.03715011,-0.9871385,-0.07739229
0.1363108,-0.03187625,-0.9856721,-0.09409515
0.1363108,-0.03187625,-0.9856721,-0.09409515
0.1341329,-0.03182549,-0.9835816,-0.1164594
0.129763,-0.03162163,-0.981046,-0.1403943
0.1274903,-0.03240823,-0.9783594,-0.1597149
0.1274903,-0.03240823,-0.9783594,-0.1597149
0.1319375,-0.03861842,-0.9746353,-0.176599
0.1355105,-0.06085484,-0.9720911,-0.1815834
0.1286679,-0.1052483,-0.97134,-0.1699001
0.1286679,-0.1052483,-0.97134,-0.1699001
0.116168,-0.116923,-0.9736816,-0.1574108
0.1023678,-0.06774111,-0.9800216,-0.1564916
0.1023678,-0.06774111,-0.9800216,-0.1564916
0.09336448,-0.03047287,-0.9823412,-0.159249
0.0935922,-0.04493978,-0.9826583,-0.1536345
0.09405151,-0.07602031,-0.9818507,-0.1460976
0.09405151,-0.07602031,-0.9818507,-0.1460976
0.09030003,-0.08173244,-0.9822177,-0.142878
0.0863063,-0.07373886,-0.9837965,-0.1387741
0.08660612,-0.06733038,-0.9855781,-0.1288479
0.08660612,-0.06733038,-0.9855781,-0.1288479
0.09001847,-0.05778466,-0.9879572,-0.1117956
0.09864263,-0.05136332,-0.9893836,-0.09354999
0.1071748,-0.05148619,-0.9896122,-0.08081074
0.1071748,-0.05148619,-0.9896122,-0.08081074
0.1120734,-0.0545444,-0.9897448,-0.06978314
0.1135479,-0.05689904,-0.9901714,-0.05856539
0.1119347,-0.05941201,-0.990611,-0.05129161
0.1119347,-0.05941201,-0.990611,-0.05129161
0.1082585,-0.05900253,-0.9912507,-0.04712579
0.1049405,-0.05401511,-0.9920008,-0.04477019
0.1047508,-0.05065991,-0.9921085,-0.04670749
0.1047508,-0.05065991,-0.9921085,-0.04670749
0.1061167,-0.04790696,-0.9922114,-0.04428041
0.1064108,-0.04673221,-0.9923021,-0.0427715
0.1054148,-0.04739536,-0.9924849,-0.04018914
0.1054148,-0.04739536,-0.9924849,-0.04018914
0.1041903,-0.04804455,-0.9927197,-0.03665566
0.10358,-0.04785001,-0.9929572,-0.03189798
0.1028273,-0.0476373,-0.9931028,-0.03006773
0.1028273,-0.0476373,-0.9931028,-0.03006773
0.1013632,-0.04844116,-0.9931632,-0.03171339
0.09915432,-0.04962665,-0.9932473,-0.03413999
0.09915432,-0.04962665,-0.9932473,-0.03413999
0.09636413,-0.0505023,-0.9934161,-0.0358866
0.09390913,-0.05075425,-0.9936477,-0.0356278
0.09221109,-0.0514568,-0.9938547,-0.03319841
0.09221109,-0.0514568,-0.9938547,-0.03319841
0.09169398,-0.05198547,-0.9939726,-0.03013703
0.09179671,-0.05342414,-0.9939659,-0.02740744
0.09163603,-0.0558402,-0.9939119,-0.02497942
0.09163603,-0.0558402,-0.9939119,-0.02497942
0.09061862,-0.05845219,-0.9939111,-0.02263409
0.08914677,-0.06053014,-0.9939559,-0.02099041
0.08769535,-0.06233396,-0.9939908,-0.02015491
0.08769535,-0.06233396,-0.9939908,-0.02015491
0.08682838,-0.06352807,-0.9939955,-0.01994832
0.08613668,-0.06409679,-0.9940084,-0.02047727
0.0855348,-0.064399,-0.9940225,-0.0213487
0.0855348,-0.064399,-0.9940225,-0.0213487
0.08536015,-0.06414362,-0.9940299,-0.02244534
0.08556449,-0.06402387,-0.9939868,-0.02386997
0.08597572,-0.06384908,-0.9939411,-0.02475199
0.08597572,-0.06384908,-0.9939411,-0.02475199
0.08597676,-0.06355809,-0.9939617,-0.02466757
0.08604001,-0.06348655,-0.9939751,-0.02408562
0.08609922,-0.06305319,-0.9940139,-0.02340155
0.08609922,-0.06305319,-0.9940139,-0.02340155
0.0859304,-0.06272538,-0.9940494,-0.02339487
0.08567049,-0.06222701,-0.9940974,-0.02363976
0.08562168,-0.061728,-0.9941307,-0.02372439
0.08562168,-0.061728,-0.9941307,-0.02372439
0.08597859,-0.0615917,-0.9941291,-0.02283922
0.08599842,-0.06159569,-0.994157,-0.0214972
0.08599842,-0.06159569,-0.994157,-0.0214972
0.08579451,-0.06122919,-0.9942212,-0.02036344
0.08540954,-0.06106579,-0.9942942,-0.01884672
0.08472727,-0.06047805,-0.994427,-0.01669688
0.08472727,-0.06047805,-0.994427,-0.01669688
0.08409581,-0.05942468,-0.9945893,-0.01373874
0.08328398,-0.05802669,-0.9947944,-0.008991868
0.08260247,-0.0557645,-0.9950192,-0.002002102
0.08260247,-0.0557645,-0.9950192,-0.002002102
0.0820752,-0.05363709,-0.9951555,0.007236206
0.08108529,-0.05274299,-0.995167,0.01691588
0.07968321,-0.05196469,-0.9951569,0.02475651
0.07968321,-0.05196469,-0.9951569,0.02475651
0.07864341,-0.05089732,-0.9951268,0.03077964
0.07824469,-0.04940305,-0.9950956,0.03495476
0.0786019,-0.04821299,-0.9949867,0.0387142
0.0786019,-0.04821299,-0.9949867,0.0387142
0.0787853,-0.04778504,-0.9947671,0.0441353
0.07871056,-0.047018,-0.9945015,0.05060503
0.07785666,-0.04625112,-0.9942157,0.05774494
0.07785666,-0.04625112,-0.9942157,0.05774494
0.07689723,-0.04537125,-0.9938732,0.06514816
0.0756049,-0.04431052,-0.9934297,0.07360759
0.07410523,-0.04311796,-0.9928247,0.08335678
0.07410523,-0.04311796,-0.9928247,0.08335678
0.0724089,-0.04205903,-0.9920349,0.0941007
0.07098523,-0.04118584,-0.991118,0.1046426
0.07098523,-0.04118584,-0.991118,0.1046426
0.06996482,-0.04016113,-0.9902259,0.1137751
0.06935463,-0.03896931,-0.9892693,0.1225468
0.06887795,-0.03757585,-0.9882401,0.1312459
0.06887795,-0.03757585,-0.9882401,0.1312459
0.06843443,-0.03601033,-0.9871994,0.1394893
0.06834532,-0.0351166,-0.9861143,0.1472221
0.06873599,-0.03463851,-0.9850795,0.1539285
0.06873599,-0.03463851,-0.9850795,0.1539285
0.0690836,-0.03426981,-0.9840059,0.1605781
0.0693152,-0.03378526,-0.9827987,0.1678117
0.06930982,-0.03285551,-0.9814569,0.1756676
0.06930982,-0.03285551,-0.9814569,0.1756676
0.06922302,-0.03169083,-0.9801401,0.1831103
0.06962644,-0.03076148,-0.9789709,0.1892666
0.06962644,-0.03076148,-0.9789709,0.1892666
0.07042569,-0.02965806,-0.9778367,0.194926
0.07106275,-0.02806715,-0.9766309,0.200884
0.07179177,-0.02587689,-0.9752167,0.2076744
0.07179177,-0.02587689,-0.9752167,0.2076744
0.07268064,-0.02362147,-0.9735114,0.2154882
0.07377169,-0.02103934,-0.9716147,0.2237858
0.07567976,-0.01821713,-0.9695606,0.2321488
0.07567976,-0.01821713,-0.9695606,0.2321488
0.07856474,-0.01538861,-0.9673226,0.2405778
0.08210678,-0.01237073,-0.9647856,0.2495883
0.08643578,-0.008748278,-0.9617769,0.2596876
0.08643578,-0.008748278,-0.9617769,0.2596876
0.09176668,-0.004940456,-0.958324,0.2704989
0.09818333,-0.001202253,-0.954401,0.2819174
0.1065662,0.002100177,-0.9501218,0.2931004
0.1065662,0.002100177,-0.9501218,0.2931004
0.116428,0.005319522,-0.9454695,0.3041443
0.1261874,0.007486205,-0.9405259,0.315328
0.1349411,0.00934137,-0.9353488,0.3268428
0.1349411,0.00934137,-0.9353488,0.3268428
0.1417014,0.01138923,-0.930359,0.3379691
0.1450528,0.01229279,-0.9260374,0.3482289
0.1427505,0.01581647,-0.9209779,0.3621767
0.1427505,0.01581647,-0.9209779,0.3621767
0.1348803,0.01896456,-0.9173328,0.3740966
0.1262958,0.02042627,-0.913846,0.3853799
0.1212387,0.02066056,-0.9108636,0.3939565
0.1212387,0.02066056,-0.9108636,0.3939565
0.1200528,0.01877107,-0.9078541,0.4012929
0.1211618,0.01519812,-0.9044405,0.4087495
0.1227746,0.0105363,-0.901216,0.4154817
0.1227746,0.0105363,-0.901216,0.4154817
0.1241386,0.005537742,-0.899296,0.4193156
0.1252601,0.001596276,-0.8983378,0.4210659
0.1262094,-0.000422864,-0.8979183,0.4216797
0.1262094,-0.000422864,-0.8979183,0.4216797
0.1270818,-0.0008717564,-0.8975345,0.4222337
0.1276653,-0.001480024,-0.8970098,0.4231699
0.1284652,-0.002495734,-0.8962343,0.424564
0.1284652,-0.002495734,-0.8962343,0.424564
0.129888,-0.003176175,-0.8947584,0.4272311
0.1311783,-0.004338222,-0.8926383,0.4312427
0.1319394,-0.005306901,-0.8911276,0.4341145
0.1319394,-0.005306901,-0.8911276,0.4341145
0.1324966,-0.005397385,-0.8900971,0.4360535
0.1327435,-0.003730641,-0.8893908,0.4374351
0.1327435,-0.003730641,-0.8893908,0.4374351
0.1325381,-0.001734945,-0.8882368,0.4398478
0.1332537,0.0008631675,-0.8861105,0.4439041
0.1348206,0.004403,-0.882972,0.449627
0.1348206,0.004403,-0.882972,0.449627
0.1364783,0.006885891,-0.8793918,0.4560662
0.1376625,0.007999099,-0.8761781,0.4618409
0.1380586,0.00865667,-0.8735618,0.4666419
0.1380586,0.00865667,-0.8735618,0.4666419
0.1378891,0.00939069,-0.8719314,0.469717
0.1372435,0.009591651,-0.8712993,0.4710729
0.1361472,0.009855241,-0.8712863,0.4714095
0.1361472,0.009855241,-0.8712863,0.4714095
0.1343762,0.01035657,-0.871362,0.4717669
0.1317709,0.0114837,-0.8713614,0.4724762
0.1283526,0.01289562,-0.871255,0.4735757
0.1283526,0.01289562,-0.871255,0.4735757
0.1238309,0.01459238,-0.8712611,0.474718
0.1169112,0.01566358,-0.8716296,0.4757608
0.1065373,0.01633828,-0.8729471,0.4757587
0.1065373,0.01633828,-0.8729471,0.4757587
0.09309324,0.01564549,-0.8755781,0.4737635
0.07926782,0.01441205,-0.8784981,0.4709034
0.06564535,0.01286033,-0.8807306,0.46887
0.06564535,0.01286033,-0.8807306,0.46887
0.05216932,0.01110504,-0.8822728,0.4677068
0.03935154,0.009706702,-0.8834278,0.4668111
0.03935154,0.009706702,-0.8834278,0.4668111
0.02719704,0.008112856,-0.88439,0.465885
0.01598096,0.005936434,-0.8852903,0.4647263
0.006776827,0.00376246,-0.8857887,0.464024
0.006776827,0.00376246,-0.8857887,0.464024
-0.0007623289,0.001297625,-0.8859298,0.463817
-0.006799875,-0.001678189,-0.8857343,0.4641397
-0.01210283,-0.005261783,-0.8854552,0.4645374
-0.01210283,-0.005261783,-0.8854552,0.4645374
-0.01647723,-0.009254831,-0.8852696,0.4646942
-0.01992067,-0.01365279,-0.8850232,0.4649203
-0.02317311,-0.01837189,-0.8848003,0.4650313
-0.02317311,-0.01837189,-0.8848003,0.4650313
-0.02629163,-0.0231113,-0.8848259,0.4646049
-0.02920339,-0.02750323,-0.885252,0.4633785
-0.03228085,-0.03157282,-0.88617,0.4611551
-0.03228085,-0.03157282,-0.88617,0.4611551
-0.03535258,-0.03457996,-0.8876296,0.4578954
-0.03770195,-0.03668756,-0.8894065,0.45408
-0.03997369,-0.03887417,-0.8909452,0.4506746
-0.03997369,-0.03887417,-0.8909452,0.4506746
-0.04311848,-0.04196858,-0.8918913,0.4482292
-0.04678161,-0.04411335,-0.8920727,0.4472939
-0.0504663,-0.04608053,-0.891755,0.4473284
-0.0504663,-0.04608053,-0.891755,0.4473284
-0.05377,-0.04803587,-0.8904901,0.4492536
-0.05654887,-0.04992497,-0.8892893,0.4510814
-0.05863189,-0.05170712,-0.8883439,0.4524752
-0.05863189,-0.05170712,-0.8883439,0.4524752
-0.06070627,-0.05372994,-0.8878803,0.4528759
-0.06263158,-0.05567731,-0.8873662,0.4533856
-0.06263158,-0.05567731,-0.8873662,0.4533856
-0.0646128,-0.05660813,-0.8869368,0.4538324
-0.0670795,-0.05778208,-0.8867786,0.4536357
-0.07037954,-0.05862921,-0.886894,0.4528005
-0.07037954,-0.05862921,-0.886894,0.4528005
-0.07339603,-0.05792233,-0.887144,0.4519221
-0.07594079,-0.05664681,-0.8873262,0.4513052
-0.07931725,-0.0563493,-0.8873386,0.4507369
-0.07931725,-0.0563493,-0.8873386,0.4507369
-0.08299848,-0.05618922,-0.8867767,0.4511996
-0.08580935,-0.05491875,-0.8859065,0.4525378
-0.08746583,-0.05407136,-0.885064,0.4539689
-0.08746583,-0.05407136,-0.885064,0.4539689
-0.08879615,-0.0540653,-0.8841888,0.4554145
-0.0895616,-0.05398559,-0.8835886,0.4564379
-0.0892496,-0.0540369,-0.8832651,0.4571186
-0.0892496,-0.0540369,-0.8832651,0.4571186
-0.08849281,-0.05482411,-0.8832044,0.4572891
-0.08770096,-0.0556559,-0.8829903,0.4577544
-0.08647043,-0.05589674,-0.882952,0.458033
-0.08647043,-0.05589674,-0.882952,0.458033
-0.08478282,-0.05641669,-0.8831115,0.4579772
-0.08364872,-0.05675731,-0.8833346,0.4577133
-0.08269315,-0.05680154,-0.8836036,0.4573621
-0.08269315,-0.05680154,-0.8836036,0.4573621
-0.0819411,-0.05615341,-0.8838171,0.457165
-0.08139161,-0.05646817,-0.884057,0.4567604
-0.08139161,-0.05646817,-0.884057,0.4567604
-0.08052034,-0.05665036,-0.8845778,0.4558831
-0.0791365,-0.05695977,-0.8852271,0.4548253
-0.07762886,-0.05777396,-0.8859448,0.4535832
-0.07762886,-0.05777396,-0.8859448,0.4535832
-0.07594235,-0.05838522,-0.8869396,0.4518429
-0.07420509,-0.05899824,-0.888042,0.4498825
-0.07213684,-0.05968352,-0.8889734,0.4482862
-0.07213684,-0.05968352,-0.8889734,0.4482862
-0.07054935,-0.06061882,-0.8902591,0.4458551
-0.06889429,-0.0608617,-0.8914626,0.443671
-0.06624326,-0.06033275,-0.8927808,0.4414911
-0.06624326,-0.06033275,-0.8927808,0.4414911
-0.06323042,-0.05950587,-0.8945405,0.4384727
-0.06037337,-0.05877759,-0.8966914,0.4345627
-0.05692496,-0.05755728,-0.8990535,0.4302902
-0.05692496,-0.05755728,-0.8990535,0.4302902
-0.05232133,-0.05602695,-0.9017225,0.4254645
-0.04695647,-0.05486501,-0.9043628,0.4206101
-0.04122039,-0.05390341,-0.9070476,0.4155237
-0.04122039,-0.05390341,-0.9070476,0.4155237
-0.03556899,-0.05331175,-0.9096544,0.410392
-0.03027811,-0.05282599,-0.9123015,0.4049674
-0.02485383,-0.05321118,-0.9148718,0.3994502
-0.02485383,-0.05321118,-0.9148718,0.3994502
-0.01959371,-0.05370678,-0.9175964,0.393381
-0.01500273,-0.05447086,-0.9204156,0.3868372
-0.01116126,-0.05468042,-0.9233503,0.3798812
-0.01116126,-0.05468042,-0.9233503,0.3798812
