x,y,z,qw,qx,qy,qz
-0.3928953,1.550698,-0.2938554,0.08357316,-0.06354086,0.9927478,-0.05856628
-0.3928953,1.550698,-0.2938554,0.08357316,-0.06354086,0.9927478,-0.05856628
-0.392954,1.550839,-0.2937233,0.08370784,-0.06347609,0.9927637,-0.05817262
-0.3930349,1.551005,-0.2935145,0.08353561,-0.06398243,0.9927843,-0.05751067
-0.3931677,1.551227,-0.2934952,0.08356834,-0.06419599,0.9928119,-0.05674287
-0.3931677,1.551227,-0.2934952,0.08356834,-0.06419599,0.9928119,-0.05674287
-0.3931655,1.551345,-0.2932363,0.08342441,-0.06407738,0.9928743,-0.05599223
-0.3931222,1.551445,-0.2931838,0.08328784,-0.06433383,0.9928827,-0.05575274
-0.393118,1.551523,-0.2932255,0.08319125,-0.064473,0.9929036,-0.05536101
-0.393118,1.551523,-0.2932255,0.08319125,-0.064473,0.9929036,-0.05536101
-0.3931144,1.551523,-0.2931802,0.08316071,-0.06463032,0.9928992,-0.05530297
-0.3931947,1.551487,-0.2929778,0.08333272,-0.06458258,0.992883,-0.05538967
-0.3931792,1.551405,-0.2927632,0.08344441,-0.06444955,0.9928575,-0.05583313
-0.3931792,1.551405,-0.2927632,0.08344441,-0.06444955,0.9928575,-0.05583313
-0.3931651,1.551322,-0.2924659,0.0836952,-0.06436336,0.9928206,-0.05621255
-0.3929806,1.551177,-0.2924414,0.08402659,-0.06421781,0.9927925,-0.05637851
-0.3928005,1.551224,-0.2922492,0.08421091,-0.0640611,0.9927836,-0.05643967
-0.3928005,1.551224,-0.2922492,0.08421091,-0.0640611,0.9927836,-0.05643967
-0.3926116,1.551247,-0.2922509,0.08424753,-0.06383437,0.9927859,-0.05660049
-0.3925043,1.55127,-0.2921438,0.0844192,-0.06369147,0.9927804,-0.05660299
-0.3924314,1.551268,-0.2921619,0.08439827,-0.06363283,0.9928023,-0.05631571
-0.3924314,1.551268,-0.2921619,0.08439827,-0.06363283,0.9928023,-0.05631571
-0.3924226,1.551486,-0.2921095,0.08401205,-0.06387252,0.9928374,-0.05600168
-0.3925859,1.551493,-0.2920582,0.08374077,-0.06402143,0.9928731,-0.05560433
-0.3925859,1.551493,-0.2920582,0.08374077,-0.06402143,0.9928731,-0.05560433
-0.392676,1.551414,-0.2918952,0.08336822,-0.06413422,0.9928942,-0.05565657
-0.3925805,1.551322,-0.2919345,0.08316832,-0.06416929,0.9928989,-0.05583166
-0.3924218,1.55135,-0.2920208,0.0828773,-0.06443845,0.992898,-0.05597067
-0.3924218,1.55135,-0.2920208,0.0828773,-0.06443845,0.992898,-0.05597067
-0.392426,1.551232,-0.292048,0.08290255,-0.06450351,0.9928886,-0.05602376
-0.3924985,1.551163,-0.2920098,0.08280022,-0.06444596,0.9928861,-0.05628514
-0.3924687,1.551026,-0.2920687,0.08272775,-0.06443012,0.9928746,-0.05661155
-0.3924687,1.551026,-0.2920687,0.08272775,-0.06443012,0.9928746,-0.05661155
-0.3923819,1.550983,-0.2922177,0.08253822,-0.06439218,0.9928698,-0.0570152
-0.3922853,1.550899,-0.2924917,0.08226344,-0.06471615,0.9928493,-0.05740005
-0.3922349,1.550853,-0.2926526,0.08215777,-0.06448895,0.9928679,-0.05748696
-0.3922349,1.550853,-0.2926526,0.08215777,-0.06448895,0.9928679,-0.05748696
-0.3920751,1.550767,-0.2929764,0.0821174,-0.06444468,0.9928726,-0.05751196
-0.3918929,1.550788,-0.2931192,0.0819221,-0.06448353,0.9928722,-0.05775423
-0.3916816,1.550803,-0.2933373,0.08194119,-0.06456227,0.9928706,-0.05766669
-0.3914256,1.550788,-0.2935905,0.08204978,-0.06439669,0.9928875,-0.05740524
-0.3914256,1.550788,-0.2935905,0.08204978,-0.06439669,0.9928875,-0.05740524
-0.3912659,1.550837,-0.29375,0.08225519,-0.0646483,0.992857,-0.05735577
-0.3911309,1.550766,-0.2938445,0.08228073,-0.06456781,0.9928626,-0.05731341
-0.3911309,1.550766,-0.2938445,0.08228073,-0.06456781,0.9928626,-0.05731341
-0.391072,1.550768,-0.2940402,0.08229386,-0.06452014,0.992886,-0.0569408
-0.3911248,1.550819,-0.2942319,0.08209671,-0.06494725,0.9928819,-0.05681124
-0.3911396,1.550657,-0.294317,0.08182856,-0.06486163,0.9928735,-0.05743911
-0.3911396,1.550657,-0.294317,0.08182856,-0.06486163,0.9928735,-0.05743911
-0.3909602,1.550668,-0.2946241,0.08160326,-0.06468852,0.9928975,-0.05754162
-0.3907864,1.55067,-0.2948928,0.08125959,-0.06461314,0.9929336,-0.05748773
-0.390717,1.550469,-0.2950554,0.0809131,-0.06461488,0.9929237,-0.05814303
-0.390717,1.550469,-0.2950554,0.0809131,-0.06461488,0.9929237,-0.05814303
-0.3906869,1.550268,-0.2951989,0.08062521,-0.0645894,0.992898,-0.05900279
-0.3906176,1.550211,-0.2954171,0.08035741,-0.06470752,0.9928926,-0.05932881
-0.3905525,1.55019,-0.2957826,0.08016582,-0.06486116,0.9928844,-0.05955743
-0.3905525,1.55019,-0.2957826,0.08016582,-0.06486116,0.9928844,-0.05955743
-0.3904361,1.5501,-0.2960176,0.07991198,-0.06467377,0.992918,-0.05954204
-0.3904474,1.550044,-0.2964048,0.07963074,-0.06472824,0.9929121,-0.05995765
-0.3902854,1.549995,-0.296762,0.07945231,-0.06465258,0.9929103,-0.06030472
-0.3902854,1.549995,-0.296762,0.07945231,-0.06465258,0.9929103,-0.06030472
-0.3901764,1.549985,-0.2968214,0.07942022,-0.06451067,0.9929301,-0.06017237
-0.389998,1.549978,-0.2972903,0.07942942,-0.06422987,0.9929428,-0.06025033
-0.3897978,1.549942,-0.2976985,0.07947612,-0.06400885,0.9929379,-0.06050527
-0.3897978,1.549942,-0.2976985,0.07947612,-0.06400885,0.9929379,-0.06050527
-0.3897483,1.549757,-0.2979517,0.07965581,-0.06387918,0.9929014,-0.06100085
-0.3894548,1.549592,-0.2984796,0.07968424,-0.06375822,0.9928848,-0.06136107
-0.3894148,1.549478,-0.2989397,0.07963663,-0.06361023,0.9928914,-0.06146964
-0.3894148,1.549478,-0.2989397,0.07963663,-0.06361023,0.9928914,-0.06146964
-0.3893621,1.549488,-0.2993832,0.07949749,-0.06343688,0.9928966,-0.06174321
-0.3893033,1.54943,-0.2997384,0.07905342,-0.06340481,0.9929063,-0.06218821
-0.3892771,1.549325,-0.3001719,0.07857973,-0.06314683,0.9929356,-0.06258316
-0.3892771,1.549325,-0.3001719,0.07857973,-0.06314683,0.9929356,-0.06258316
-0.3892663,1.5493,-0.3007162,0.07817563,-0.06308958,0.9929479,-0.06295149
-0.3892611,1.549328,-0.301198,0.07778791,-0.06315071,0.9929717,-0.06299432
-0.3892851,1.549315,-0.3014708,0.07740683,-0.06340845,0.9929919,-0.06288718
-0.3892851,1.549315,-0.3014708,0.07740683,-0.06340845,0.9929919,-0.06288718
-0.3892276,1.549276,-0.3019249,0.07727591,-0.06367567,0.9929891,-0.06282045
-0.3892275,1.549455,-0.3023689,0.07710661,-0.06357379,0.9930395,-0.06233396
-0.3893359,1.549662,-0.3027105,0.07675942,-0.06349862,0.9931253,-0.06146698
-0.3893359,1.549662,-0.3027105,0.07675942,-0.06349862,0.9931253,-0.06146698
-0.3893833,1.549888,-0.303071,0.07649904,-0.06349581,0.9931997,-0.06058526
-0.3894536,1.550231,-0.3033237,0.07622625,-0.06330214,0.9932951,-0.05955981
-0.3894675,1.550463,-0.3035853,0.07621187,-0.06302955,0.9933596,-0.05878506
-0.3894675,1.550463,-0.3035853,0.07621187,-0.06302955,0.9933596,-0.05878506
-0.3894402,1.550575,-0.3038716,0.07645511,-0.06298248,0.9933627,-0.05846811
-0.3894937,1.550656,-0.304085,0.07667755,-0.06296379,0.9933683,-0.05810047
-0.3895284,1.550691,-0.3042674,0.0771268,-0.06290779,0.9933429,-0.05799894
-0.3895284,1.550691,-0.3042674,0.0771268,-0.06290779,0.9933429,-0.05799894
-0.3893,1.550757,-0.3045928,0.0775867,-0.06316534,0.9932922,-0.05797517
-0.3892562,1.550776,-0.3048899,0.07817429,-0.06321581,0.993254,-0.05778389
-0.3892741,1.550782,-0.3052111,0.07860447,-0.06293326,0.9932464,-0.05763956
-0.3892741,1.550782,-0.3052111,0.07860447,-0.06293326,0.9932464,-0.05763956
-0.3891288,1.550821,-0.3055813,0.07903703,-0.06277822,0.9932147,-0.05776455
-0.3891194,1.550752,-0.3057427,0.07931828,-0.06253051,0.9932067,-0.05778324
-0.389181,1.550729,-0.3058994,0.07954509,-0.0622695,0.9932095,-0.05770531
-0.389181,1.550729,-0.3058994,0.07954509,-0.0622695,0.9932095,-0.05770531
-0.3891014,1.55071,-0.306181,0.07978805,-0.06210824,0.9932051,-0.05761977
-0.389158,1.550745,-0.3065317,0.08006584,-0.06202133,0.9932004,-0.05740862
-0.3893962,1.550788,-0.306808,0.08017121,-0.06202313,0.9932081,-0.05712565
-0.3893962,1.550788,-0.306808,0.08017121,-0.06202313,0.9932081,-0.05712565
-0.3897212,1.550787,-0.3069127,0.07999332,-0.06210284,0.9932318,-0.05687573
-0.3899012,1.550774,-0.3070087,0.07995065,-0.06227417,0.9932432,-0.05654913
-0.3901634,1.550845,-0.3074477,0.07963018,-0.06265157,0.993259,-0.05630618
-0.3901634,1.550845,-0.3074477,0.07963018,-0.06265157,0.993259,-0.05630618
-0.3903893,1.550936,-0.3076863,0.0791494,-0.06282104,0.9932941,-0.05617569
-0.3906072,1.550939,-0.3079851,0.07857299,-0.06302931,0.993323,-0.05623998
-0.3908501,1.55089,-0.3082025,0.07808703,-0.06311519,0.993358,-0.05620301
-0.3908501,1.55089,-0.3082025,0.07808703,-0.06311519,0.993358,-0.05620301
-0.391081,1.550848,-0.3084171,0.0776204,-0.06322464,0.9933736,-0.05645089
-0.39125,1.550793,-0.3087645,0.07733942,-0.06330025,0.9933735,-0.05675154
-0.3912845,1.550798,-0.3091369,0.07712042,-0.06328001,0.9933852,-0.05686774
-0.3912845,1.550798,-0.3091369,0.07712042,-0.06328001,0.9933852,-0.05686774
-0.3913333,1.550735,-0.3094795,0.07717209,-0.06307823,0.993394,-0.05686787
-0.3914053,1.550775,-0.3096604,0.07718754,-0.06297208,0.9934046,-0.05678028
-0.391397,1.550781,-0.310003,0.07708873,-0.06292792,0.9934222,-0.05665457
-0.391397,1.550781,-0.310003,0.07708873,-0.06292792,0.9934222,-0.05665457
-0.3915437,1.550745,-0.310349,0.0770664,-0.06290791,0.9934286,-0.05659522
-0.3916121,1.550837,-0.3104923,0.0767796,-0.06304999,0.9934382,-0.05665877
-0.3917146,1.550879,-0.3109033,0.07656856,-0.06316192,0.9934523,-0.05657218
-0.3917146,1.550879,-0.3109033,0.07656856,-0.06316192,0.9934523,-0.05657218
-0.3918529,1.550875,-0.3112926,0.07651073,-0.06314281,0.9934557,-0.05661168
-0.3919184,1.550621,-0.311528,0.07643338,-0.06313739,0.9934519,-0.05678934
-0.3920919,1.550492,-0.3118298,0.07633124,-0.06322736,0.9934347,-0.05712643
-0.3920919,1.550492,-0.3118298,0.07633124,-0.06322736,0.9934347,-0.05712643
-0.3923991,1.55043,-0.3120763,0.07636481,-0.0634276,0.9933966,-0.05751947
-0.3926485,1.550381,-0.3123641,0.07652844,-0.06348807,0.9933686,-0.05771977
-0.3926485,1.550381,-0.3123641,0.07652844,-0.06348807,0.9933686,-0.05771977
-0.3928202,1.550295,-0.3127594,0.07653117,-0.06379386,0.9933304,-0.05803542
-0.3930136,1.550233,-0.3130493,0.07676525,-0.06408471,0.993279,-0.05828522
-0.3931316,1.550108,-0.3133743,0.0767602,-0.06407076,0.993255,-0.05871494
-0.3931316,1.550108,-0.3133743,0.0767602,-0.06407076,0.993255,-0.05871494
-0.3931458,1.550023,-0.3137233,0.0767099,-0.06448687,0.993198,-0.05928597
-0.3933538,1.549967,-0.3139942,0.07680231,-0.06439114,0.9931809,-0.0595563
-0.3935146,1.549998,-0.3142843,0.07666026,-0.06429005,0.9931813,-0.05984123
-0.3935146,1.549998,-0.3142843,0.07666026,-0.06429005,0.9931813,-0.05984123
-0.3935235,1.54997,-0.3144546,0.07649038,-0.06421398,0.9931853,-0.06007262
-0.3937136,1.549903,-0.3145657,0.07668862,-0.0644618,0.9931325,-0.06042604
-0.3937418,1.549898,-0.3147879,0.07674039,-0.06461269,0.9931125,-0.06052792
-0.3937418,1.549898,-0.3147879,0.07674039,-0.06461269,0.9931125,-0.06052792
-0.3939397,1.549931,-0.3148475,0.07698283,-0.0649002,0.9930909,-0.06026751
-0.3939748,1.549943,-0.3149836,0.07721138,-0.06518029,0.9930758,-0.05992049
-0.3941302,1.550014,-0.3150098,0.07727129,-0.06543937,0.9930672,-0.05970287
-0.3941302,1.550014,-0.3150098,0.07727129,-0.06543937,0.9930672,-0.05970287
-0.3942131,1.550076,-0.3150132,0.07721466,-0.0655205,0.9930857,-0.05937764
-0.3943585,1.550209,-0.3149395,0.07711299,-0.06566464,0.9930944,-0.05920435
-0.3942752,1.550202,-0.3150635,0.07704,-0.06567088,0.9931084,-0.05905857
-0.3942752,1.550202,-0.3150635,0.07704,-0.06567088,0.9931084,-0.05905857
-0.3942847,1.550268,-0.3149929,0.07700654,-0.06580123,0.9931062,-0.05899344
-0.3943155,1.550294,-0.3149641,0.07701224,-0.06588281,0.9931115,-0.05880585
-0.3944566,1.550264,-0.3148603,0.07710458,-0.06616143,0.9930953,-0.05864586
-0.3944566,1.550264,-0.3148603,0.07710458,-0.06616143,0.9930953,-0.05864586
-0.3945849,1.550364,-0.3147509,0.07706786,-0.06641321,0.9930932,-0.0584453
-0.3945525,1.550452,-0.3147533,0.07679231,-0.06654511,0.9931252,-0.05811252
-0.3947244,1.550527,-0.314559,0.07665657,-0.06676243,0.9931373,-0.05783519
-0.3947244,1.550527,-0.314559,0.07665657,-0.06676243,0.9931373,-0.05783519
-0.3947461,1.550637,-0.3144612,0.07643649,-0.06670336,0.9931702,-0.05762856
-0.394735,1.550645,-0.3143528,0.07630967,-0.0669611,0.9931731,-0.05744754
-0.3947368,1.550678,-0.3141665,0.07626855,-0.06695654,0.9931788,-0.05740952
-0.3947368,1.550678,-0.3141665,0.07626855,-0.06695654,0.9931788,-0.05740952
-0.3947001,1.550734,-0.3140798,0.0760012,-0.06713812,0.9931943,-0.0572835
-0.3945811,1.550765,-0.3140235,0.07578296,-0.06743874,0.993194,-0.05722534
-0.3944942,1.550779,-0.3139741,0.07559977,-0.06724124,0.9932246,-0.05716789
-0.3944942,1.550779,-0.3139741,0.07559977,-0.06724124,0.9932246,-0.05716789
-0.3944651,1.550679,-0.3138132,0.07537366,-0.06719924,0.9932506,-0.0570647
-0.3942335,1.550703,-0.3137338,0.07506729,-0.06704661,0.9932799,-0.05713816
-0.3940303,1.550764,-0.3138089,0.07490732,-0.06720578,0.9932741,-0.05726139
-0.3940303,1.550764,-0.3138089,0.07490732,-0.06720578,0.9932741,-0.05726139
-0.3938559,1.550791,-0.3137259,0.07471292,-0.06710815,0.9932876,-0.05739551
-0.3936465,1.550786,-0.3136492,0.0744969,-0.06726595,0.9932792,-0.05763632
-0.3936571,1.550639,-0.3133085,0.07392988,-0.06725443,0.9933166,-0.05773551
-0.3936571,1.550639,-0.3133085,0.07392988,-0.06725443,0.9933166,-0.05773551
-0.3937321,1.550489,-0.312988,0.07313245,-0.06698001,0.9933867,-0.05786365
-0.3936404,1.550478,-0.3128436,0.07197668,-0.06713235,0.9934413,-0.05819836
-0.3937141,1.55038,-0.3125892,0.07125341,-0.06707794,0.9934974,-0.05819375
-0.3937141,1.55038,-0.3125892,0.07125341,-0.06707794,0.9934974,-0.05819375
-0.3935924,1.550336,-0.3124394,0.07053827,-0.06680961,0.9935632,-0.05824967
-0.3936481,1.550286,-0.3121583,0.07015476,-0.06701771,0.993567,-0.05840895
-0.3935241,1.550267,-0.3119743,0.0697325,-0.06713834,0.9935789,-0.05857328
-0.3935241,1.550267,-0.3119743,0.0697325,-0.06713834,0.9935789,-0.05857328
-0.3935568,1.550341,-0.3116696,0.06949876,-0.06737518,0.9935859,-0.05845945
-0.393446,1.550411,-0.311383,0.06918781,-0.0674987,0.9936075,-0.05831832
-0.3934615,1.550537,-0.3110008,0.06904056,-0.06761891,0.9936164,-0.0582022
-0.3934615,1.550537,-0.3110008,0.06904056,-0.06761891,0.9936164,-0.0582022
-0.3931851,1.550546,-0.3107362,0.0686171,-0.06774705,0.9936515,-0.05795487
-0.3931395,1.550559,-0.3103309,0.06819307,-0.06767673,0.9937043,-0.05763141
-0.3930899,1.550555,-0.3098578,0.06774198,-0.06771316,0.9937487,-0.05735343
-0.3930899,1.550555,-0.3098578,0.06774198,-0.06771316,0.9937487,-0.05735343
-0.393015,1.550629,-0.3095624,0.06731002,-0.0676611,0.9937885,-0.05723445
-0.3929821,1.550616,-0.3091874,0.06677403,-0.06757548,0.9938254,-0.05732173
-0.3928264,1.550609,-0.3090608,0.06624281,-0.06761672,0.9938515,-0.0574373
-0.3928264,1.550609,-0.3090608,0.06624281,-0.06761672,0.9938515,-0.0574373
-0.3927479,1.550599,-0.3087912,0.06558448,-0.06745078,0.9939029,-0.05749797
-0.3927251,1.550636,-0.3085637,0.06498878,-0.06740924,0.9939392,-0.0575974
-0.3926073,1.550594,-0.3083353,0.06436592,-0.06734189,0.993979,-0.05768878
-0.3926073,1.550594,-0.3083353,0.06436592,-0.06734189,0.993979,-0.05768878
-0.3924057,1.550544,-0.30812,0.06392628,-0.06718095,0.9940182,-0.0576884
-0.392468,1.550447,-0.3078032,0.06345038,-0.06708527,0.994053,-0.05772584
-0.3924499,1.550339,-0.3075409,0.06318362,-0.06715044,0.9940714,-0.05762624
-0.3924499,1.550339,-0.3075409,0.06318362,-0.06715044,0.9940714,-0.05762624
-0.3922434,1.550311,-0.307353,0.06283396,-0.06704728,0.9940858,-0.05787974
-0.3921944,1.55022,-0.3070958,0.06239525,-0.06725333,0.9940942,-0.05797068
-0.3921199,1.550187,-0.3067839,0.06210417,-0.06690411,0.9941277,-0.0581129
-0.3921199,1.550187,-0.3067839,0.06210417,-0.06690411,0.9941277,-0.0581129
-0.3919033,1.550024,-0.3064106,0.06166001,-0.06660152,0.9941458,-0.05862057
-0.3918148,1.549861,-0.3060293,0.06108543,-0.06631464,0.9941819,-0.05893506
-0.3916526,1.549813,-0.3058512,0.06072762,-0.06583031,0.9942246,-0.05912653
-0.3916526,1.549813,-0.3058512,0.06072762,-0.06583031,0.9942246,-0.05912653
-0.3914788,1.549701,-0.3057075,0.06025713,-0.0652889,0.9942678,-0.05948157
-0.3913643,1.549553,-0.305491,0.0600061,-0.0650747,0.9942845,-0.05968989
-0.3913343,1.549378,-0.3052366,0.05996188,-0.06481313,0.9942731,-0.0602074
-0.3913343,1.549378,-0.3052366,0.05996188,-0.06481313,0.9942731,-0.0602074
-0.3912652,1.549243,-0.3049395,0.05974741,-0.06431542,0.994286,-0.06073879
-0.3912463,1.549076,-0.3046863,0.05963819,-0.06410784,0.9942564,-0.06154463
-0.3912463,1.548929,-0.3044126,0.05949485,-0.06385561,0.9942243,-0.0624579
-0.3912463,1.548929,-0.3044126,0.05949485,-0.06385561,0.9942243,-0.0624579
-0.3912455,1.548764,-0.3042879,0.05958319,-0.06358949,0.9941738,-0.06344052
-0.3911719,1.548568,-0.3039343,0.05968364,-0.06341937,0.9941369,-0.06409133
-0.3910255,1.548624,-0.3037505,0.05987173,-0.06345943,0.9941074,-0.06433325
-0.3910255,1.548624,-0.3037505,0.05987173,-0.06345943,0.9941074,-0.06433325
-0.3910266,1.548739,-0.3035531,0.06003465,-0.06347669,0.9941438,-0.06359747
-0.3911564,1.549007,-0.3032444,0.06007,-0.06358118,0.9942091,-0.06242939
-0.3912771,1.549241,-0.302984,0.05996983,-0.06388384,0.9942537,-0.06149861
-0.3912771,1.549241,-0.302984,0.05996983,-0.06388384,0.9942537,-0.06149861
-0.39143,1.549428,-0.3024802,0.05982579,-0.0640732,0.9942943,-0.06078183
-0.3915427,1.549632,-0.3022609,0.05944598,-0.06436857,0.99433,-0.0602549
-0.3916987,1.549657,-0.3019929,0.05907787,-0.06460196,0.9943547,-0.05996039
-0.3916987,1.549657,-0.3019929,0.05907787,-0.06460196,0.9943547,-0.05996039
-0.3919741,1.549898,-0.3016849,0.05850467,-0.06491479,0.9944118,-0.05923165
-0.3922457,1.550027,-0.3014426,0.05771615,-0.06509382,0.9945,-0.05832075
-0.392545,1.550143,-0.3010957,0.05687547,-0.06543755,0.9945516,-0.05788128
-0.392545,1.550143,-0.3010957,0.05687547,-0.06543755,0.9945516,-0.05788128
-0.3928099,1.550182,-0.3006353,0.05633529,-0.06577937,0.9945627,-0.05783184
-0.3931617,1.550128,-0.3001914,0.05590368,-0.06599592,0.9945788,-0.05772597
-0.3932585,1.550211,-0.299901,0.05560942,-0.06622199,0.994576,-0.05779975
-0.3932585,1.550211,-0.299901,0.05560942,-0.06622199,0.994576,-0.05779975
-0.3933131,1.550184,-0.2997005,0.05547891,-0.06641601,0.9945773,-0.05767909
-0.393461,1.550185,-0.2993801,0.05546695,-0.06663585,0.9945696,-0.05757139
-0.3937134,1.550166,-0.2989795,0.0553976,-0.06677749,0.994568,-0.05750095
-0.3937134,1.550166,-0.2989795,0.0553976,-0.06677749,0.994568,-0.05750095
-0.3939834,1.550206,-0.2985859,0.05543699,-0.06713079,0.9945596,-0.05719681
-0.3941917,1.550253,-0.2982895,0.0552322,-0.06728744,0.9945835,-0.05679223
-0.3943623,1.55026,-0.2979963,0.05513675,-0.06736811,0.9946004,-0.05649482
-0.3943623,1.55026,-0.2979963,0.05513675,-0.06736811,0.9946004,-0.05649482
-0.3943607,1.550227,-0.2977719,0.0550326,-0.06742803,0.9945769,-0.05693491
-0.3944092,1.550133,-0.297338,0.05488781,-0.06755894,0.9945584,-0.05724265
-0.3945559,1.550135,-0.2969222,0.05476293,-0.06785419,0.994535,-0.0574203
-0.3945559,1.550135,-0.2969222,0.05476293,-0.06785419,0.994535,-0.0574203
-0.3946825,1.550038,-0.2965746,0.05488415,-0.06802526,0.9945174,-0.05740654
-0.3949652,1.549943,-0.2961066,0.0548358,-0.06839795,0.9944876,-0.05752634
-0.395051,1.549909,-0.2957325,0.05473162,-0.06861112,0.9944734,-0.05761641
-0.395051,1.549909,-0.2957325,0.05473162,-0.06861112,0.9944734,-0.05761641
-0.3952562,1.549875,-0.2953358,0.0546372,-0.06888585,0.9944658,-0.05750859
-0.39551,1.549837,-0.294812,0.05439969,-0.06937128,0.9944558,-0.05732407
-0.3956835,1.549951,-0.2943912,0.05448535,-0.06956819,0.9944499,-0.05710556
-0.3956835,1.549951,-0.2943912,0.05448535,-0.06956819,0.9944499,-0.05710556
-0.3957243,1.550002,-0.293992,0.05438133,-0.06970043,0.9944681,-0.05672541
-0.3957428,1.55006,-0.2935641,0.05430593,-0.06988107,0.9944876,-0.05623177
-0.3957034,1.55008,-0.2932391,0.0543716,-0.07005177,0.9944841,-0.05601631
-0.3957034,1.55008,-0.2932391,0.0543716,-0.07005177,0.9944841,-0.05601631
-0.3957075,1.55016,-0.2928939,0.05436325,-0.06998016,0.9945061,-0.05572413
-0.3958087,1.550159,-0.2924373,0.05439708,-0.07007538,0.994509,-0.05551798
-0.3958087,1.550159,-0.2924373,0.05439708,-0.07007538,0.994509,-0.05551798
-0.3958095,1.550154,-0.2920723,0.05445088,-0.07027826,0.9944931,-0.05549448
-0.3957548,1.550107,-0.2918267,0.05462766,-0.0703823,0.9944763,-0.05548912
-0.3957955,1.550088,-0.2915614,0.05487709,-0.0705051,0.994458,-0.05541509
